sc_point_gid,class,capacity,capital_adder_per_mw,cf
46012,1,18.34,1197170.36,0.1838
46013,1,47.47,384220.68,0.1793
46014,1,345.42,213510.01,0.177
46015,1,146.81,254137.24,0.1716
46026,2,5.82,528632.98,0.2443
46027,2,58.46,80087.01,0.2492
46028,2,154.23,-1649.44,0.2461
46029,2,486.66,-17834.5,0.248
46030,2,1078.04,-33544.94,0.2481
46031,2,294.15,-32929.72,0.2422
46032,1,186.84,-16481.28,0.2411
46033,1,59.65,37949.52,0.234
46034,1,56.73,40724.82,0.231
46035,1,47.61,66600.6,0.2267
46036,1,99.13,-30379.83,0.2285
46037,1,18.72,214289.9,0.2275
46038,1,128.55,-20837.82,0.2179
46039,1,56.25,54116.18,0.219
46040,1,14.18,268981.22,0.2208
46041,1,30.82,154247.7,0.2164
46042,1,24.42,194244.65,0.2166
46043,1,10.44,329276.7,0.2126
46044,1,12.7,304017.99,0.205
46045,1,141.57,-14112.0,0.207
46046,1,180.03,50443.76,0.2025
46047,1,308.69,3387.49,0.2011
46048,1,27.77,180872.53,0.2049
46049,1,8.65,423482.94,0.2101
46050,1,8.41,412849.21,0.2128
46051,1,263.12,-16759.49,0.2135
46052,1,162.23,59667.42,0.2116
46053,1,23.53,282103.56,0.2099
46054,1,26.43,301308.17,0.2067
46055,1,211.01,225880.7,0.2064
46056,1,58.61,317055.5,0.2061
46058,1,5.82,823100.77,0.2147
46059,1,406.2,478294.01,0.2082
46060,1,239.17,492333.4,0.2025
46063,1,81.06,279757.24,0.2066
46064,1,7.02,707113.3,0.2071
46682,1,1418.66,27438.83,0.1939
46683,1,1618.44,24275.9,0.1886
46684,1,920.84,27831.2,0.1851
46685,1,252.16,20486.39,0.1898
46686,1,122.53,20981.89,0.1906
46691,1,134.26,142780.45,0.1932
46692,1,196.58,282175.73,0.1938
46693,1,11.3,816272.24,0.1973
46694,1,5.04,8458128.01,0.2007
46696,1,45.69,2612782.43,0.1913
46697,1,164.27,441526.57,0.1799
46698,1,68.6,246039.88,0.1776
46699,1,10.6,438949.01,0.1811
46705,1,19.98,468409.57,0.2343
46711,2,223.34,42318.37,0.2467
46712,2,203.04,2292.46,0.2467
46713,2,462.2,-25484.77,0.2476
46714,2,894.65,-36540.96,0.2472
46715,2,498.39,-18572.72,0.2454
46716,1,245.02,-23488.08,0.2415
46717,1,461.45,-31341.61,0.2397
46718,1,819.71,-39239.65,0.2373
46719,1,99.02,-25973.02,0.2321
46720,1,9.78,330260.71,0.2343
46721,1,158.81,-19262.82,0.2259
46722,1,309.43,-21645.76,0.221
46723,1,47.62,79468.83,0.2233
46724,1,43.62,92671.94,0.2233
46725,1,21.82,202191.42,0.2165
46727,1,8.29,382108.73,0.2136
46728,1,50.18,82944.74,0.2078
46729,1,89.48,-1045.9,0.2115
46730,1,34.02,135791.82,0.2064
46731,1,199.72,11783.55,0.2034
46732,1,10.21,373273.74,0.2077
46733,1,11.12,406278.67,0.2064
46734,1,230.64,86323.98,0.2099
46735,1,233.32,56841.14,0.2142
46736,1,70.77,97453.36,0.2089
46737,1,127.27,76897.61,0.2066
46738,1,14.45,358786.92,0.2045
46739,1,14.31,464614.95,0.2086
46743,1,113.17,432287.29,0.2087
46744,1,337.18,414393.82,0.2021
46747,1,57.64,343775.64,0.2065
46748,1,126.32,403078.59,0.2055
46753,1,239.11,208126.23,0.2309
46755,1,106.65,204886.72,0.2327
47039,1,27.78,188682.4,0.2083
47040,1,96.19,-2041.75,0.2076
47041,1,49.17,95134.68,0.2061
47045,1,105.95,-1817.57,0.2085
47046,1,508.57,-2624.41,0.2081
47047,1,601.25,-721.1,0.2096
47048,1,45.85,105530.03,0.2099
47366,1,1634.52,24475.56,0.1927
47367,1,854.18,35149.67,0.1873
47368,1,772.09,49647.22,0.186
47369,1,805.37,17700.65,0.188
47370,1,708.08,66419.49,0.1891
47371,1,1083.68,98488.7,0.1909
