sc_point_gid,class,capacity,capital_adder_per_mw,cf
104313,2,1159.66,-41111.48,0.2598
104314,2,2080.76,-34542.44,0.2602
104315,2,2304.37,-31449.6,0.2597
104316,2,775.95,-51516.09,0.2579
104317,2,596.46,-51377.94,0.2571
104318,2,448.9,-35675.33,0.2571
104319,2,488.14,26773.58,0.2576
104320,2,1399.05,116110.97,0.2562
104321,2,1462.5,296603.27,0.2556
104322,2,627.4,256355.85,0.2553
104323,2,931.29,-3192.58,0.2551
104324,2,656.4,-35340.51,0.2552
104325,2,595.96,-43650.88,0.2543
104326,2,533.34,-41586.36,0.2543
104327,2,634.3,-43610.81,0.2536
104328,2,669.25,-28194.74,0.2528
104329,2,834.68,-29721.74,0.2531
104330,2,723.34,-41088.74,0.2531
104331,2,407.22,-40795.02,0.2523
104332,2,297.62,-40437.78,0.2521
104333,2,374.62,-34783.9,0.2513
104334,2,944.14,-24683.25,0.2508
104335,2,1065.81,-16708.62,0.2505
104336,2,1421.05,23576.55,0.2495
104337,2,1582.97,21830.49,0.2496
104338,2,1561.06,21143.42,0.2488
104339,2,1359.68,72447.68,0.249
104340,2,1243.53,-7459.1,0.249
104341,2,1342.93,-4798.69,0.2488
104342,2,1209.73,32675.45,0.2484
104343,2,1394.15,24127.92,0.2478
104344,2,988.43,-3159.77,0.2478
104345,2,965.52,18289.11,0.2481
104346,2,1038.21,25505.75,0.2478
104347,2,1397.37,15330.67,0.2469
104348,2,1178.31,9582.89,0.2469
104349,2,1080.71,14978.02,0.2474
104350,2,958.36,183.4,0.247
104351,2,1457.96,13202.64,0.2473
104352,2,938.99,15947.78,0.2469
104353,2,742.34,-2657.96,0.2468
104354,2,1032.38,-161.28,0.2467
104355,2,961.29,9260.76,0.2464
104356,2,703.71,-4444.35,0.2456
104357,2,542.97,19107.7,0.2462
104358,2,2003.5,-227.19,0.2464
104359,2,2015.56,15987.99,0.2469
104360,2,1936.91,17690.08,0.2457
104361,2,1828.35,6696.98,0.2464
104362,2,1349.56,1097.85,0.2462
104363,2,1218.88,-4760.97,0.2462
