*i,month,r,value
hydNPD,MAR,p80,0.906
hydNPD,MAR,p81,0.909
hydNPD,MAR,p82,0.823
hydNPD,MAR,p83,0.738
hydNPD,MAR,p84,0.858
hydNPD,MAR,p85,0.813
hydNPD,MAR,p86,0.729
hydNPD,MAR,p87,0.714
hydNPD,MAR,p88,0.772
hydNPD,MAR,p89,0.755
hydNPD,MAR,p9,0.866
hydNPD,MAR,p90,0.764
hydNPD,MAR,p91,0.786
hydNPD,MAR,p92,0.762
hydNPD,MAR,p93,0.146
hydNPD,MAR,p94,0.799
hydNPD,MAR,p95,0.81
hydNPD,MAR,p96,0.766
hydNPD,MAR,p97,0.818
hydNPD,MAR,p98,0.742
hydNPD,MAR,p99,0.862
hydNPD,MAY,p1,0.831
hydNPD,MAY,p10,0.878
hydNPD,MAY,p101,0.596
hydNPD,MAY,p102,0.388
hydNPD,MAY,p103,0.904
hydNPD,MAY,p105,0.754
hydNPD,MAY,p106,0.811
hydNPD,MAY,p107,0.831
hydNPD,MAY,p108,0.851
hydNPD,MAY,p109,0.805
hydNPD,MAY,p110,0.839
hydNPD,MAY,p111,0.801
hydNPD,MAY,p112,0.856
hydNPD,MAY,p113,0.837
hydNPD,MAY,p114,0.832
hydNPD,MAY,p115,0.864
hydNPD,MAY,p116,0.857
hydNPD,MAY,p117,0.883
hydNPD,MAY,p118,0.843
hydNPD,MAY,p119,0.859
hydNPD,MAY,p121,0.862
hydNPD,MAY,p122,0.832
hydNPD,MAY,p123,0.852
hydNPD,MAY,p126,0.828
hydNPD,MAY,p127,0.878
hydNPD,MAY,p129,0.932
hydNPD,MAY,p130,0.908
hydNPD,MAY,p131,0.891
hydNPD,MAY,p132,0.911
hydNPD,MAY,p133,0.873
hydNPD,MAY,p134,0.899
hydNPD,MAY,p15,0.693
hydNPD,MAY,p16,0.825
hydNPD,MAY,p17,0.796
hydNPD,MAY,p18,0.702
hydNPD,MAY,p19,0.765
hydNPD,MAY,p2,0.871
hydNPD,MAY,p21,0.723
hydNPD,MAY,p24,0.848
hydNPD,MAY,p25,0.816
hydNPD,MAY,p26,0.79
hydNPD,MAY,p27,0.663
hydNPD,MAY,p28,0.821
hydNPD,MAY,p3,0.849
hydNPD,MAY,p31,0.849
hydNPD,MAY,p32,0.746
hydNPD,MAY,p33,0.74
hydNPD,MAY,p34,0.786
hydNPD,MAY,p37,0.829
hydNPD,MAY,p42,0.643
hydNPD,MAY,p43,0.871
hydNPD,MAY,p44,0.849
hydNPD,MAY,p45,0.773
hydNPD,MAY,p46,0.915
hydNPD,MAY,p47,0.7
hydNPD,MAY,p5,0.814
hydNPD,MAY,p50,0.783
hydNPD,MAY,p51,0.716
hydNPD,MAY,p53,0.678
hydNPD,MAY,p54,0.728
hydNPD,MAY,p55,0.754
hydNPD,MAY,p56,0.76
hydNPD,MAY,p57,0.631
hydNPD,MAY,p58,0.764
hydNPD,MAY,p59,0.862
hydNPD,MAY,p6,0.859
hydNPD,MAY,p60,0.678
hydNPD,MAY,p61,0.579
hydNPD,MAY,p63,0.696
hydNPD,MAY,p64,0.698
hydNPD,MAY,p65,0.653
hydNPD,MAY,p66,0.739
hydNPD,MAY,p67,0.672
hydNPD,MAY,p69,0.918
hydNPD,MAY,p70,0.92
hydNPD,MAY,p71,0.918
hydNPD,MAY,p72,0.916
hydNPD,MAY,p74,0.929
hydNPD,MAY,p76,0.949
hydNPD,MAY,p77,0.93
hydNPD,MAY,p78,0.932
hydNPD,MAY,p80,0.906
hydNPD,MAY,p81,0.909
hydNPD,MAY,p82,0.823
hydNPD,MAY,p83,0.738
hydNPD,MAY,p84,0.858
hydNPD,MAY,p85,0.813
hydNPD,MAY,p86,0.729
hydNPD,MAY,p87,0.714
hydNPD,MAY,p88,0.772
hydNPD,MAY,p89,0.755
hydNPD,MAY,p9,0.866
hydNPD,MAY,p90,0.764
hydNPD,MAY,p91,0.786
hydNPD,MAY,p92,0.762
hydNPD,MAY,p93,0.146
hydNPD,MAY,p94,0.799
hydNPD,MAY,p95,0.81
hydNPD,MAY,p96,0.766
hydNPD,MAY,p97,0.818
hydNPD,MAY,p98,0.742
hydNPD,MAY,p99,0.862
hydNPD,NOV,p1,0.862
hydNPD,NOV,p10,0.554
hydNPD,NOV,p101,0.618
hydNPD,NOV,p102,0.44
hydNPD,NOV,p103,0.757
hydNPD,NOV,p105,0.695
hydNPD,NOV,p106,0.63
hydNPD,NOV,p107,0.684
hydNPD,NOV,p108,0.752
hydNPD,NOV,p109,0.704
hydNPD,NOV,p110,0.684
hydNPD,NOV,p111,0.69
hydNPD,NOV,p112,0.713
hydNPD,NOV,p113,0.652
hydNPD,NOV,p114,0.69
hydNPD,NOV,p115,0.785
hydNPD,NOV,p116,0.761
hydNPD,NOV,p117,0.764
hydNPD,NOV,p118,0.679
hydNPD,NOV,p119,0.74
hydNPD,NOV,p121,0.695
hydNPD,NOV,p122,0.751
hydNPD,NOV,p123,0.724
hydNPD,NOV,p126,0.744
hydNPD,NOV,p127,0.741
hydNPD,NOV,p129,0.687
hydNPD,NOV,p130,0.674
hydNPD,NOV,p131,0.735
hydNPD,NOV,p132,0.733
hydNPD,NOV,p133,0.753
hydNPD,NOV,p134,0.749
hydNPD,NOV,p15,0.391
hydNPD,NOV,p16,0.862
hydNPD,NOV,p17,0.657
hydNPD,NOV,p18,0.375
hydNPD,NOV,p19,0.423
hydNPD,NOV,p2,0.819
hydNPD,NOV,p21,0.364
hydNPD,NOV,p24,0.434
hydNPD,NOV,p25,0.599
hydNPD,NOV,p26,0.558
hydNPD,NOV,p27,0.536
hydNPD,NOV,p28,0.675
hydNPD,NOV,p3,0.64
hydNPD,NOV,p31,0.377
hydNPD,NOV,p32,0.568
hydNPD,NOV,p33,0.433
hydNPD,NOV,p34,0.524
hydNPD,NOV,p37,0.368
hydNPD,NOV,p42,0.564
hydNPD,NOV,p43,0.543
hydNPD,NOV,p44,0.358
hydNPD,NOV,p45,0.286
hydNPD,NOV,p46,0.51
hydNPD,NOV,p47,0.403
hydNPD,NOV,p5,0.866
hydNPD,NOV,p50,0.536
hydNPD,NOV,p51,0.385
hydNPD,NOV,p53,0.406
hydNPD,NOV,p54,0.367
hydNPD,NOV,p55,0.55
hydNPD,NOV,p56,0.65
hydNPD,NOV,p57,0.595
hydNPD,NOV,p58,0.668
hydNPD,NOV,p59,0.366
hydNPD,NOV,p6,0.756
hydNPD,NOV,p60,0.49
hydNPD,NOV,p61,0.359
hydNPD,NOV,p63,0.501
hydNPD,NOV,p64,0.555
hydNPD,NOV,p65,0.568
hydNPD,NOV,p66,0.601
hydNPD,NOV,p67,0.646
hydNPD,NOV,p69,0.515
hydNPD,NOV,p70,0.523
hydNPD,NOV,p71,0.519
hydNPD,NOV,p72,0.528
hydNPD,NOV,p74,0.641
hydNPD,NOV,p76,0.667
hydNPD,NOV,p77,0.531
hydNPD,NOV,p78,0.62
hydNPD,NOV,p80,0.594
hydNPD,NOV,p81,0.55
hydNPD,NOV,p82,0.642
hydNPD,NOV,p83,0.58
hydNPD,NOV,p84,0.72
hydNPD,NOV,p85,0.612
hydNPD,NOV,p86,0.631
hydNPD,NOV,p87,0.736
hydNPD,NOV,p88,0.758
hydNPD,NOV,p89,0.745
hydNPD,NOV,p9,0.623
hydNPD,NOV,p90,0.745
hydNPD,NOV,p91,0.72
hydNPD,NOV,p92,0.757
hydNPD,NOV,p93,0.274
hydNPD,NOV,p94,0.782
hydNPD,NOV,p95,0.76
hydNPD,NOV,p96,0.748
hydNPD,NOV,p97,0.76
hydNPD,NOV,p98,0.683
hydNPD,NOV,p99,0.683
hydNPD,OCT,p1,0.412
hydNPD,OCT,p10,0.635
hydNPD,OCT,p101,0.779
hydNPD,OCT,p102,0.834
hydNPD,OCT,p103,0.495
hydNPD,OCT,p105,0.4
hydNPD,OCT,p106,0.325
hydNPD,OCT,p107,0.286
hydNPD,OCT,p108,0.301
hydNPD,OCT,p109,0.231
hydNPD,OCT,p110,0.286
hydNPD,OCT,p111,0.394
hydNPD,OCT,p112,0.289
hydNPD,OCT,p113,0.302
hydNPD,OCT,p114,0.28
hydNPD,OCT,p115,0.353
hydNPD,OCT,p116,0.329
hydNPD,OCT,p117,0.334
hydNPD,OCT,p118,0.304
hydNPD,OCT,p119,0.375
hydNPD,OCT,p121,0.33
hydNPD,OCT,p122,0.443
hydNPD,OCT,p123,0.48
hydNPD,OCT,p126,0.464
hydNPD,OCT,p127,0.422
hydNPD,OCT,p129,0.423
hydNPD,OCT,p130,0.498
hydNPD,OCT,p131,0.433
hydNPD,OCT,p132,0.476
hydNPD,OCT,p133,0.386
hydNPD,OCT,p134,0.656
hydNPD,OCT,p15,0.582
hydNPD,OCT,p16,0.892
hydNPD,OCT,p17,0.68
hydNPD,OCT,p18,0.544
hydNPD,OCT,p19,0.507
hydNPD,OCT,p2,0.282
hydNPD,OCT,p21,0.592
hydNPD,OCT,p24,0.474
hydNPD,OCT,p25,0.414
hydNPD,OCT,p26,0.674
hydNPD,OCT,p27,0.561
hydNPD,OCT,p28,0.649
hydNPD,OCT,p3,0.488
hydNPD,OCT,p31,0.621
hydNPD,OCT,p32,0.589
hydNPD,OCT,p33,0.676
hydNPD,OCT,p34,0.578
hydNPD,OCT,p37,0.497
hydNPD,OCT,p42,0.581
hydNPD,OCT,p43,0.601
hydNPD,OCT,p44,0.428
hydNPD,OCT,p45,0.357
hydNPD,OCT,p46,0.611
hydNPD,OCT,p47,0.657
hydNPD,OCT,p5,0.523
hydNPD,OCT,p50,0.345
hydNPD,OCT,p51,0.252
hydNPD,OCT,p53,0.364
hydNPD,OCT,p54,0.306
hydNPD,OCT,p55,0.253
hydNPD,OCT,p56,0.229
hydNPD,OCT,p57,0.18
hydNPD,OCT,p58,0.256
hydNPD,OCT,p59,0.591
hydNPD,OCT,p6,0.468
hydNPD,OCT,p60,0.563
hydNPD,OCT,p61,0.478
hydNPD,OCT,p63,0.291
hydNPD,OCT,p64,0.415
hydNPD,OCT,p65,0.567
hydNPD,OCT,p66,0.296
hydNPD,OCT,p67,0.38
hydNPD,OCT,p69,0.609
hydNPD,OCT,p70,0.58
hydNPD,OCT,p71,0.544
hydNPD,OCT,p72,0.545
hydNPD,OCT,p74,0.651
hydNPD,OCT,p76,0.627
hydNPD,OCT,p77,0.625
hydNPD,OCT,p78,0.515
hydNPD,OCT,p80,0.568
hydNPD,OCT,p81,0.523
hydNPD,OCT,p82,0.403
hydNPD,OCT,p83,0.214
hydNPD,OCT,p84,0.333
hydNPD,OCT,p85,0.314
hydNPD,OCT,p86,0.12
hydNPD,OCT,p87,0.369
hydNPD,OCT,p88,0.279
hydNPD,OCT,p89,0.262
hydNPD,OCT,p9,0.481
hydNPD,OCT,p90,0.297
hydNPD,OCT,p91,0.536
hydNPD,OCT,p92,0.366
hydNPD,OCT,p93,0.617
hydNPD,OCT,p94,0.591
hydNPD,OCT,p95,0.593
hydNPD,OCT,p96,0.519
hydNPD,OCT,p97,0.552
hydNPD,OCT,p98,0.459
hydNPD,OCT,p99,0.388
hydNPD,SEP,p1,0.412
hydNPD,SEP,p10,0.635
hydNPD,SEP,p101,0.779
hydNPD,SEP,p102,0.834
hydNPD,SEP,p103,0.495
hydNPD,SEP,p105,0.4
hydNPD,SEP,p106,0.325
hydNPD,SEP,p107,0.286
hydNPD,SEP,p108,0.301
hydNPD,SEP,p109,0.231
hydNPD,SEP,p110,0.286
hydNPD,SEP,p111,0.394
hydNPD,SEP,p112,0.289
hydNPD,SEP,p113,0.302
hydNPD,SEP,p114,0.28
hydNPD,SEP,p115,0.353
hydNPD,SEP,p116,0.329
hydNPD,SEP,p117,0.334
hydNPD,SEP,p118,0.304
hydNPD,SEP,p119,0.375
hydNPD,SEP,p121,0.33
hydNPD,SEP,p122,0.443
hydNPD,SEP,p123,0.48
hydNPD,SEP,p126,0.464
hydNPD,SEP,p127,0.422
hydNPD,SEP,p129,0.423
hydNPD,SEP,p130,0.498
hydNPD,SEP,p131,0.433
hydNPD,SEP,p132,0.476
hydNPD,SEP,p133,0.386
hydNPD,SEP,p134,0.656
hydNPD,SEP,p15,0.582
hydNPD,SEP,p16,0.892
hydNPD,SEP,p17,0.68
hydNPD,SEP,p18,0.544
hydNPD,SEP,p19,0.507
hydNPD,SEP,p2,0.282
hydNPD,SEP,p21,0.592
hydNPD,SEP,p24,0.474
hydNPD,SEP,p25,0.414
hydNPD,SEP,p26,0.674
hydNPD,SEP,p27,0.561
hydNPD,SEP,p28,0.649
hydNPD,SEP,p3,0.488
hydNPD,SEP,p31,0.621
hydNPD,SEP,p32,0.589
hydNPD,SEP,p33,0.676
hydNPD,SEP,p34,0.578
hydNPD,SEP,p37,0.497
hydNPD,SEP,p42,0.581
hydNPD,SEP,p43,0.601
hydNPD,SEP,p44,0.428
hydNPD,SEP,p45,0.357
hydNPD,SEP,p46,0.611
hydNPD,SEP,p47,0.657
hydNPD,SEP,p5,0.523
hydNPD,SEP,p50,0.345
hydNPD,SEP,p51,0.252
hydNPD,SEP,p53,0.364
hydNPD,SEP,p54,0.306
hydNPD,SEP,p55,0.253
hydNPD,SEP,p56,0.229
hydNPD,SEP,p57,0.18
hydNPD,SEP,p58,0.256
hydNPD,SEP,p59,0.591
hydNPD,SEP,p6,0.468
hydNPD,SEP,p60,0.563
hydNPD,SEP,p61,0.478
hydNPD,SEP,p63,0.291
hydNPD,SEP,p64,0.415
hydNPD,SEP,p65,0.567
hydNPD,SEP,p66,0.296
hydNPD,SEP,p67,0.38
hydNPD,SEP,p69,0.609
hydNPD,SEP,p70,0.58
hydNPD,SEP,p71,0.544
hydNPD,SEP,p72,0.545
hydNPD,SEP,p74,0.651
hydNPD,SEP,p76,0.627
hydNPD,SEP,p77,0.625
hydNPD,SEP,p78,0.515
hydNPD,SEP,p80,0.568
hydNPD,SEP,p81,0.523
hydNPD,SEP,p82,0.403
hydNPD,SEP,p83,0.214
hydNPD,SEP,p84,0.333
hydNPD,SEP,p85,0.314
hydNPD,SEP,p86,0.12
hydNPD,SEP,p87,0.369
hydNPD,SEP,p88,0.279
hydNPD,SEP,p89,0.262
hydNPD,SEP,p9,0.481
hydNPD,SEP,p90,0.297
hydNPD,SEP,p91,0.536
hydNPD,SEP,p92,0.366
hydNPD,SEP,p93,0.617
hydNPD,SEP,p94,0.591
hydNPD,SEP,p95,0.593
hydNPD,SEP,p96,0.519
hydNPD,SEP,p97,0.552
hydNPD,SEP,p98,0.459
hydNPD,SEP,p99,0.388
hydNPND,APR,p1,0.831
hydNPND,APR,p10,0.878
hydNPND,APR,p101,0.596
hydNPND,APR,p102,0.388
hydNPND,APR,p103,0.904
hydNPND,APR,p105,0.754
hydNPND,APR,p106,0.811
hydNPND,APR,p107,0.831
hydNPND,APR,p108,0.851
hydNPND,APR,p109,0.805
hydNPND,APR,p110,0.839
hydNPND,APR,p111,0.801
hydNPND,APR,p112,0.856
hydNPND,APR,p113,0.837
hydNPND,APR,p114,0.832
hydNPND,APR,p115,0.864
hydNPND,APR,p116,0.857
hydNPND,APR,p117,0.883
hydNPND,APR,p118,0.843
hydNPND,APR,p119,0.859
hydNPND,APR,p121,0.862
hydNPND,APR,p122,0.832
hydNPND,APR,p123,0.852
hydNPND,APR,p126,0.828
hydNPND,APR,p127,0.878
hydNPND,APR,p129,0.932
hydNPND,APR,p130,0.908
hydNPND,APR,p131,0.891
hydNPND,APR,p132,0.911
hydNPND,APR,p133,0.873
hydNPND,APR,p134,0.899
hydNPND,APR,p15,0.693
hydNPND,APR,p16,0.825
hydNPND,APR,p17,0.796
hydNPND,APR,p18,0.702
hydNPND,APR,p19,0.765
hydNPND,APR,p2,0.871
hydNPND,APR,p21,0.723
hydNPND,APR,p24,0.848
hydNPND,APR,p25,0.816
hydNPND,APR,p26,0.79
hydNPND,APR,p27,0.663
hydNPND,APR,p28,0.821
hydNPND,APR,p3,0.849
hydNPND,APR,p31,0.849
hydNPND,APR,p32,0.746
hydNPND,APR,p33,0.74
hydNPND,APR,p34,0.786
hydNPND,APR,p37,0.829
hydNPND,APR,p42,0.643
hydNPND,APR,p43,0.871
hydNPND,APR,p44,0.849
hydNPND,APR,p45,0.773
hydNPND,APR,p46,0.915
hydNPND,APR,p47,0.7
hydNPND,APR,p5,0.814
hydNPND,APR,p50,0.783
hydNPND,APR,p51,0.716
hydNPND,APR,p53,0.678
hydNPND,APR,p54,0.728
hydNPND,APR,p55,0.754
hydNPND,APR,p56,0.76
hydNPND,APR,p57,0.631
hydNPND,APR,p58,0.764
hydNPND,APR,p59,0.862
hydNPND,APR,p6,0.859
hydNPND,APR,p60,0.678
hydNPND,APR,p61,0.579
hydNPND,APR,p63,0.696
hydNPND,APR,p64,0.698
hydNPND,APR,p65,0.653
hydNPND,APR,p66,0.739
hydNPND,APR,p67,0.672
hydNPND,APR,p69,0.918
hydNPND,APR,p70,0.92
hydNPND,APR,p71,0.918
hydNPND,APR,p72,0.916
hydNPND,APR,p74,0.929
hydNPND,APR,p76,0.949
hydNPND,APR,p77,0.93
hydNPND,APR,p78,0.932
hydNPND,APR,p80,0.906
hydNPND,APR,p81,0.909
hydNPND,APR,p82,0.823
hydNPND,APR,p83,0.738
hydNPND,APR,p84,0.858
hydNPND,APR,p85,0.813
hydNPND,APR,p86,0.729
hydNPND,APR,p87,0.714
hydNPND,APR,p88,0.772
hydNPND,APR,p89,0.755
hydNPND,APR,p9,0.866
hydNPND,APR,p90,0.764
hydNPND,APR,p91,0.786
hydNPND,APR,p92,0.762
hydNPND,APR,p93,0.146
hydNPND,APR,p94,0.799
hydNPND,APR,p95,0.81
hydNPND,APR,p96,0.766
hydNPND,APR,p97,0.818
hydNPND,APR,p98,0.742
hydNPND,APR,p99,0.862
hydNPND,AUG,p1,0.61
hydNPND,AUG,p10,0.832
hydNPND,AUG,p101,0.667
hydNPND,AUG,p102,0.686
hydNPND,AUG,p103,0.536
hydNPND,AUG,p105,0.499
hydNPND,AUG,p106,0.485
hydNPND,AUG,p107,0.465
hydNPND,AUG,p108,0.384
hydNPND,AUG,p109,0.317
hydNPND,AUG,p110,0.362
hydNPND,AUG,p111,0.511
hydNPND,AUG,p112,0.469
hydNPND,AUG,p113,0.514
hydNPND,AUG,p114,0.456
hydNPND,AUG,p115,0.386
hydNPND,AUG,p116,0.411
hydNPND,AUG,p117,0.413
hydNPND,AUG,p118,0.371
hydNPND,AUG,p119,0.384
hydNPND,AUG,p121,0.432
hydNPND,AUG,p122,0.425
hydNPND,AUG,p123,0.517
hydNPND,AUG,p126,0.466
hydNPND,AUG,p127,0.407
hydNPND,AUG,p129,0.433
hydNPND,AUG,p130,0.475
hydNPND,AUG,p131,0.404
hydNPND,AUG,p132,0.48
hydNPND,AUG,p133,0.38
hydNPND,AUG,p134,0.653
hydNPND,AUG,p15,0.922
hydNPND,AUG,p16,0.623
hydNPND,AUG,p17,0.843
hydNPND,AUG,p18,0.926
hydNPND,AUG,p19,0.917
hydNPND,AUG,p2,0.523
hydNPND,AUG,p21,0.952
hydNPND,AUG,p24,0.848
hydNPND,AUG,p25,0.884
hydNPND,AUG,p26,0.838
hydNPND,AUG,p27,0.424
hydNPND,AUG,p28,0.73
hydNPND,AUG,p3,0.842
hydNPND,AUG,p31,0.887
hydNPND,AUG,p32,0.83
hydNPND,AUG,p33,0.909
hydNPND,AUG,p34,0.901
hydNPND,AUG,p37,0.717
hydNPND,AUG,p42,0.63
hydNPND,AUG,p43,0.763
hydNPND,AUG,p44,0.729
hydNPND,AUG,p45,0.722
hydNPND,AUG,p46,0.763
hydNPND,AUG,p47,0.823
hydNPND,AUG,p5,0.46
hydNPND,AUG,p50,0.562
hydNPND,AUG,p51,0.538
hydNPND,AUG,p53,0.636
hydNPND,AUG,p54,0.527
hydNPND,AUG,p55,0.432
hydNPND,AUG,p56,0.321
hydNPND,AUG,p57,0.29
hydNPND,AUG,p58,0.383
hydNPND,AUG,p59,0.897
hydNPND,AUG,p6,0.614
hydNPND,AUG,p60,0.667
hydNPND,AUG,p61,0.55
hydNPND,AUG,p63,0.432
hydNPND,AUG,p64,0.469
hydNPND,AUG,p65,0.526
hydNPND,AUG,p66,0.425
hydNPND,AUG,p67,0.351
hydNPND,AUG,p69,0.771
hydNPND,AUG,p70,0.781
hydNPND,AUG,p71,0.772
hydNPND,AUG,p72,0.772
hydNPND,AUG,p74,0.704
hydNPND,AUG,p76,0.713
hydNPND,AUG,p77,0.776
hydNPND,AUG,p78,0.644
hydNPND,AUG,p80,0.721
hydNPND,AUG,p81,0.744
hydNPND,AUG,p82,0.58
hydNPND,AUG,p83,0.501
hydNPND,AUG,p84,0.462
hydNPND,AUG,p85,0.523
hydNPND,AUG,p86,0.232
hydNPND,AUG,p87,0.389
hydNPND,AUG,p88,0.372
hydNPND,AUG,p89,0.347
hydNPND,AUG,p9,0.63
hydNPND,AUG,p90,0.391
hydNPND,AUG,p91,0.633
hydNPND,AUG,p92,0.436
hydNPND,AUG,p93,0.628
hydNPND,AUG,p94,0.653
hydNPND,AUG,p95,0.63
hydNPND,AUG,p96,0.574
hydNPND,AUG,p97,0.581
hydNPND,AUG,p98,0.42
hydNPND,AUG,p99,0.428
hydNPND,DEC,p1,0.862
hydNPND,DEC,p10,0.554
hydNPND,DEC,p101,0.618
hydNPND,DEC,p102,0.44
hydNPND,DEC,p103,0.757
hydNPND,DEC,p105,0.695
hydNPND,DEC,p106,0.63
hydNPND,DEC,p107,0.684
hydNPND,DEC,p108,0.752
hydNPND,DEC,p109,0.704
hydNPND,DEC,p110,0.684
hydNPND,DEC,p111,0.69
hydNPND,DEC,p112,0.713
hydNPND,DEC,p113,0.652
hydNPND,DEC,p114,0.69
hydNPND,DEC,p115,0.785
hydNPND,DEC,p116,0.761
hydNPND,DEC,p117,0.764
hydNPND,DEC,p118,0.679
hydNPND,DEC,p119,0.74
hydNPND,DEC,p121,0.695
hydNPND,DEC,p122,0.751
hydNPND,DEC,p123,0.724
hydNPND,DEC,p126,0.744
hydNPND,DEC,p127,0.741
hydNPND,DEC,p129,0.687
hydNPND,DEC,p130,0.674
hydNPND,DEC,p131,0.735
hydNPND,DEC,p132,0.733
hydNPND,DEC,p133,0.753
hydNPND,DEC,p134,0.749
hydNPND,DEC,p15,0.391
hydNPND,DEC,p16,0.862
hydNPND,DEC,p17,0.657
hydNPND,DEC,p18,0.375
hydNPND,DEC,p19,0.423
hydNPND,DEC,p2,0.819
hydNPND,DEC,p21,0.364
hydNPND,DEC,p24,0.434
hydNPND,DEC,p25,0.599
hydNPND,DEC,p26,0.558
hydNPND,DEC,p27,0.536
hydNPND,DEC,p28,0.675
hydNPND,DEC,p3,0.64
hydNPND,DEC,p31,0.377
hydNPND,DEC,p32,0.568
hydNPND,DEC,p33,0.433
hydNPND,DEC,p34,0.524
hydNPND,DEC,p37,0.368
hydNPND,DEC,p42,0.564
hydNPND,DEC,p43,0.543
hydNPND,DEC,p44,0.358
hydNPND,DEC,p45,0.286
hydNPND,DEC,p46,0.51
hydNPND,DEC,p47,0.403
hydNPND,DEC,p5,0.866
hydNPND,DEC,p50,0.536
hydNPND,DEC,p51,0.385
hydNPND,DEC,p53,0.406
hydNPND,DEC,p54,0.367
hydNPND,DEC,p55,0.55
hydNPND,DEC,p56,0.65
hydNPND,DEC,p57,0.595
hydNPND,DEC,p58,0.668
hydNPND,DEC,p59,0.366
hydNPND,DEC,p6,0.756
hydNPND,DEC,p60,0.49
hydNPND,DEC,p61,0.359
hydNPND,DEC,p63,0.501
hydNPND,DEC,p64,0.555
hydNPND,DEC,p65,0.568
hydNPND,DEC,p66,0.601
hydNPND,DEC,p67,0.646
hydNPND,DEC,p69,0.515
hydNPND,DEC,p70,0.523
hydNPND,DEC,p71,0.519
hydNPND,DEC,p72,0.528
hydNPND,DEC,p74,0.641
hydNPND,DEC,p76,0.667
hydNPND,DEC,p77,0.531
hydNPND,DEC,p78,0.62
hydNPND,DEC,p80,0.594
hydNPND,DEC,p81,0.55
hydNPND,DEC,p82,0.642
hydNPND,DEC,p83,0.58
hydNPND,DEC,p84,0.72
hydNPND,DEC,p85,0.612
hydNPND,DEC,p86,0.631
hydNPND,DEC,p87,0.736
hydNPND,DEC,p88,0.758
hydNPND,DEC,p89,0.745
hydNPND,DEC,p9,0.623
hydNPND,DEC,p90,0.745
hydNPND,DEC,p91,0.72
hydNPND,DEC,p92,0.757
hydNPND,DEC,p93,0.274
hydNPND,DEC,p94,0.782
hydNPND,DEC,p95,0.76
hydNPND,DEC,p96,0.748
hydNPND,DEC,p97,0.76
hydNPND,DEC,p98,0.683
hydNPND,DEC,p99,0.683
hydNPND,FEB,p1,0.862
hydNPND,FEB,p10,0.554
hydNPND,FEB,p101,0.618
hydNPND,FEB,p102,0.44
hydNPND,FEB,p103,0.757
hydNPND,FEB,p105,0.695
hydNPND,FEB,p106,0.63
hydNPND,FEB,p107,0.684
hydNPND,FEB,p108,0.752
hydNPND,FEB,p109,0.704
hydNPND,FEB,p110,0.684
hydNPND,FEB,p111,0.69
hydNPND,FEB,p112,0.713
hydNPND,FEB,p113,0.652
hydNPND,FEB,p114,0.69
hydNPND,FEB,p115,0.785
hydNPND,FEB,p116,0.761
hydNPND,FEB,p117,0.764
hydNPND,FEB,p118,0.679
hydNPND,FEB,p119,0.74
hydNPND,FEB,p121,0.695
hydNPND,FEB,p122,0.751
hydNPND,FEB,p123,0.724
hydNPND,FEB,p126,0.744
hydNPND,FEB,p127,0.741
hydNPND,FEB,p129,0.687
hydNPND,FEB,p130,0.674
hydNPND,FEB,p131,0.735
hydNPND,FEB,p132,0.733
hydNPND,FEB,p133,0.753
hydNPND,FEB,p134,0.749
hydNPND,FEB,p15,0.391
hydNPND,FEB,p16,0.862
hydNPND,FEB,p17,0.657
hydNPND,FEB,p18,0.375
hydNPND,FEB,p19,0.423
hydNPND,FEB,p2,0.819
hydNPND,FEB,p21,0.364
hydNPND,FEB,p24,0.434
hydNPND,FEB,p25,0.599
hydNPND,FEB,p26,0.558
hydNPND,FEB,p27,0.536
hydNPND,FEB,p28,0.675
hydNPND,FEB,p3,0.64
hydNPND,FEB,p31,0.377
hydNPND,FEB,p32,0.568
hydNPND,FEB,p33,0.433
hydNPND,FEB,p34,0.524
hydNPND,FEB,p37,0.368
hydNPND,FEB,p42,0.564
hydNPND,FEB,p43,0.543
hydNPND,FEB,p44,0.358
hydNPND,FEB,p45,0.286
hydNPND,FEB,p46,0.51
hydNPND,FEB,p47,0.403
hydNPND,FEB,p5,0.866
hydNPND,FEB,p50,0.536
hydNPND,FEB,p51,0.385
hydNPND,FEB,p53,0.406
hydNPND,FEB,p54,0.367
hydNPND,FEB,p55,0.55
hydNPND,FEB,p56,0.65
hydNPND,FEB,p57,0.595
hydNPND,FEB,p58,0.668
hydNPND,FEB,p59,0.366
hydNPND,FEB,p6,0.756
hydNPND,FEB,p60,0.49
hydNPND,FEB,p61,0.359
hydNPND,FEB,p63,0.501
hydNPND,FEB,p64,0.555
hydNPND,FEB,p65,0.568
hydNPND,FEB,p66,0.601
hydNPND,FEB,p67,0.646
hydNPND,FEB,p69,0.515
hydNPND,FEB,p70,0.523
hydNPND,FEB,p71,0.519
hydNPND,FEB,p72,0.528
hydNPND,FEB,p74,0.641
hydNPND,FEB,p76,0.667
hydNPND,FEB,p77,0.531
hydNPND,FEB,p78,0.62
hydNPND,FEB,p80,0.594
hydNPND,FEB,p81,0.55
hydNPND,FEB,p82,0.642
hydNPND,FEB,p83,0.58
hydNPND,FEB,p84,0.72
hydNPND,FEB,p85,0.612
hydNPND,FEB,p86,0.631
hydNPND,FEB,p87,0.736
hydNPND,FEB,p88,0.758
hydNPND,FEB,p89,0.745
hydNPND,FEB,p9,0.623
hydNPND,FEB,p90,0.745
hydNPND,FEB,p91,0.72
