*i,month,r,value
hydND,SEP,p64,0.427
hydND,SEP,p65,0.629
hydND,SEP,p66,0.27
hydND,SEP,p67,0.334
hydND,SEP,p68,0.392
hydND,SEP,p69,0.45
hydND,SEP,p7,0.631
hydND,SEP,p70,0.369
hydND,SEP,p71,0.321
hydND,SEP,p72,0.503
hydND,SEP,p73,0.283
hydND,SEP,p74,0.696
hydND,SEP,p75,0.691
hydND,SEP,p76,0.652
hydND,SEP,p77,0.634
hydND,SEP,p78,0.518
hydND,SEP,p8,0.592
hydND,SEP,p80,0.446
hydND,SEP,p81,0.441
hydND,SEP,p82,0.182
hydND,SEP,p83,0.317
hydND,SEP,p84,0.324
hydND,SEP,p85,0.333
hydND,SEP,p86,0.225
hydND,SEP,p87,0.277
hydND,SEP,p88,0.26
hydND,SEP,p89,0.29
hydND,SEP,p9,0.435
hydND,SEP,p90,0.365
hydND,SEP,p91,0.466
hydND,SEP,p92,0.404
hydND,SEP,p93,0.254
hydND,SEP,p94,0.495
hydND,SEP,p95,0.552
hydND,SEP,p96,0.557
hydND,SEP,p97,0.511
hydND,SEP,p98,0.474
hydND,SEP,p99,0.423
hydNPD,APR,p1,0.831
hydNPD,APR,p10,0.878
hydNPD,APR,p101,0.596
hydNPD,APR,p102,0.388
hydNPD,APR,p103,0.904
hydNPD,APR,p105,0.754
hydNPD,APR,p106,0.811
hydNPD,APR,p107,0.831
hydNPD,APR,p108,0.851
hydNPD,APR,p109,0.805
hydNPD,APR,p110,0.839
hydNPD,APR,p111,0.801
hydNPD,APR,p112,0.856
hydNPD,APR,p113,0.837
hydNPD,APR,p114,0.832
hydNPD,APR,p115,0.864
hydNPD,APR,p116,0.857
hydNPD,APR,p117,0.883
hydNPD,APR,p118,0.843
hydNPD,APR,p119,0.859
hydNPD,APR,p121,0.862
hydNPD,APR,p122,0.832
hydNPD,APR,p123,0.852
hydNPD,APR,p126,0.828
hydNPD,APR,p127,0.878
hydNPD,APR,p129,0.932
hydNPD,APR,p130,0.908
hydNPD,APR,p131,0.891
hydNPD,APR,p132,0.911
hydNPD,APR,p133,0.873
hydNPD,APR,p134,0.899
hydNPD,APR,p15,0.693
hydNPD,APR,p16,0.825
hydNPD,APR,p17,0.796
hydNPD,APR,p18,0.702
hydNPD,APR,p19,0.765
hydNPD,APR,p2,0.871
hydNPD,APR,p21,0.723
hydNPD,APR,p24,0.848
hydNPD,APR,p25,0.816
hydNPD,APR,p26,0.79
hydNPD,APR,p27,0.663
hydNPD,APR,p28,0.821
hydNPD,APR,p3,0.849
hydNPD,APR,p31,0.849
hydNPD,APR,p32,0.746
hydNPD,APR,p33,0.74
hydNPD,APR,p34,0.786
hydNPD,APR,p37,0.829
hydNPD,APR,p42,0.643
hydNPD,APR,p43,0.871
hydNPD,APR,p44,0.849
hydNPD,APR,p45,0.773
hydNPD,APR,p46,0.915
hydNPD,APR,p47,0.7
hydNPD,APR,p5,0.814
hydNPD,APR,p50,0.783
hydNPD,APR,p51,0.716
hydNPD,APR,p53,0.678
hydNPD,APR,p54,0.728
hydNPD,APR,p55,0.754
hydNPD,APR,p56,0.76
hydNPD,APR,p57,0.631
hydNPD,APR,p58,0.764
hydNPD,APR,p59,0.862
hydNPD,APR,p6,0.859
hydNPD,APR,p60,0.678
hydNPD,APR,p61,0.579
hydNPD,APR,p63,0.696
hydNPD,APR,p64,0.698
hydNPD,APR,p65,0.653
hydNPD,APR,p66,0.739
hydNPD,APR,p67,0.672
hydNPD,APR,p69,0.918
hydNPD,APR,p70,0.92
hydNPD,APR,p71,0.918
hydNPD,APR,p72,0.916
hydNPD,APR,p74,0.929
hydNPD,APR,p76,0.949
hydNPD,APR,p77,0.93
hydNPD,APR,p78,0.932
hydNPD,APR,p80,0.906
hydNPD,APR,p81,0.909
hydNPD,APR,p82,0.823
hydNPD,APR,p83,0.738
hydNPD,APR,p84,0.858
hydNPD,APR,p85,0.813
hydNPD,APR,p86,0.729
hydNPD,APR,p87,0.714
hydNPD,APR,p88,0.772
hydNPD,APR,p89,0.755
hydNPD,APR,p9,0.866
hydNPD,APR,p90,0.764
hydNPD,APR,p91,0.786
hydNPD,APR,p92,0.762
hydNPD,APR,p93,0.146
hydNPD,APR,p94,0.799
hydNPD,APR,p95,0.81
hydNPD,APR,p96,0.766
hydNPD,APR,p97,0.818
hydNPD,APR,p98,0.742
hydNPD,APR,p99,0.862
hydNPD,AUG,p1,0.61
hydNPD,AUG,p10,0.832
hydNPD,AUG,p101,0.667
hydNPD,AUG,p102,0.686
hydNPD,AUG,p103,0.536
hydNPD,AUG,p105,0.499
hydNPD,AUG,p106,0.485
hydNPD,AUG,p107,0.465
hydNPD,AUG,p108,0.384
hydNPD,AUG,p109,0.317
hydNPD,AUG,p110,0.362
hydNPD,AUG,p111,0.511
hydNPD,AUG,p112,0.469
hydNPD,AUG,p113,0.514
hydNPD,AUG,p114,0.456
hydNPD,AUG,p115,0.386
hydNPD,AUG,p116,0.411
hydNPD,AUG,p117,0.413
hydNPD,AUG,p118,0.371
hydNPD,AUG,p119,0.384
hydNPD,AUG,p121,0.432
hydNPD,AUG,p122,0.425
hydNPD,AUG,p123,0.517
hydNPD,AUG,p126,0.466
hydNPD,AUG,p127,0.407
hydNPD,AUG,p129,0.433
hydNPD,AUG,p130,0.475
hydNPD,AUG,p131,0.404
hydNPD,AUG,p132,0.48
hydNPD,AUG,p133,0.38
hydNPD,AUG,p134,0.653
hydNPD,AUG,p15,0.922
hydNPD,AUG,p16,0.623
hydNPD,AUG,p17,0.843
hydNPD,AUG,p18,0.926
hydNPD,AUG,p19,0.917
hydNPD,AUG,p2,0.523
hydNPD,AUG,p21,0.952
hydNPD,AUG,p24,0.848
hydNPD,AUG,p25,0.884
hydNPD,AUG,p26,0.838
hydNPD,AUG,p27,0.424
hydNPD,AUG,p28,0.73
hydNPD,AUG,p3,0.842
hydNPD,AUG,p31,0.887
hydNPD,AUG,p32,0.83
hydNPD,AUG,p33,0.909
hydNPD,AUG,p34,0.901
hydNPD,AUG,p37,0.717
hydNPD,AUG,p42,0.63
hydNPD,AUG,p43,0.763
hydNPD,AUG,p44,0.729
hydNPD,AUG,p45,0.722
hydNPD,AUG,p46,0.763
hydNPD,AUG,p47,0.823
hydNPD,AUG,p5,0.46
hydNPD,AUG,p50,0.562
hydNPD,AUG,p51,0.538
hydNPD,AUG,p53,0.636
hydNPD,AUG,p54,0.527
hydNPD,AUG,p55,0.432
hydNPD,AUG,p56,0.321
hydNPD,AUG,p57,0.29
hydNPD,AUG,p58,0.383
hydNPD,AUG,p59,0.897
hydNPD,AUG,p6,0.614
hydNPD,AUG,p60,0.667
hydNPD,AUG,p61,0.55
hydNPD,AUG,p63,0.432
hydNPD,AUG,p64,0.469
hydNPD,AUG,p65,0.526
hydNPD,AUG,p66,0.425
hydNPD,AUG,p67,0.351
hydNPD,AUG,p69,0.771
hydNPD,AUG,p70,0.781
hydNPD,AUG,p71,0.772
hydNPD,AUG,p72,0.772
hydNPD,AUG,p74,0.704
hydNPD,AUG,p76,0.713
hydNPD,AUG,p77,0.776
hydNPD,AUG,p78,0.644
hydNPD,AUG,p80,0.721
hydNPD,AUG,p81,0.744
hydNPD,AUG,p82,0.58
hydNPD,AUG,p83,0.501
hydNPD,AUG,p84,0.462
hydNPD,AUG,p85,0.523
hydNPD,AUG,p86,0.232
hydNPD,AUG,p87,0.389
hydNPD,AUG,p88,0.372
hydNPD,AUG,p89,0.347
hydNPD,AUG,p9,0.63
hydNPD,AUG,p90,0.391
hydNPD,AUG,p91,0.633
hydNPD,AUG,p92,0.436
hydNPD,AUG,p93,0.628
hydNPD,AUG,p94,0.653
hydNPD,AUG,p95,0.63
hydNPD,AUG,p96,0.574
hydNPD,AUG,p97,0.581
hydNPD,AUG,p98,0.42
hydNPD,AUG,p99,0.428
hydNPD,DEC,p1,0.862
hydNPD,DEC,p10,0.554
hydNPD,DEC,p101,0.618
hydNPD,DEC,p102,0.44
hydNPD,DEC,p103,0.757
hydNPD,DEC,p105,0.695
hydNPD,DEC,p106,0.63
hydNPD,DEC,p107,0.684
hydNPD,DEC,p108,0.752
hydNPD,DEC,p109,0.704
hydNPD,DEC,p110,0.684
hydNPD,DEC,p111,0.69
hydNPD,DEC,p112,0.713
hydNPD,DEC,p113,0.652
hydNPD,DEC,p114,0.69
hydNPD,DEC,p115,0.785
hydNPD,DEC,p116,0.761
hydNPD,DEC,p117,0.764
hydNPD,DEC,p118,0.679
hydNPD,DEC,p119,0.74
hydNPD,DEC,p121,0.695
hydNPD,DEC,p122,0.751
hydNPD,DEC,p123,0.724
hydNPD,DEC,p126,0.744
hydNPD,DEC,p127,0.741
hydNPD,DEC,p129,0.687
hydNPD,DEC,p130,0.674
hydNPD,DEC,p131,0.735
hydNPD,DEC,p132,0.733
hydNPD,DEC,p133,0.753
hydNPD,DEC,p134,0.749
hydNPD,DEC,p15,0.391
hydNPD,DEC,p16,0.862
hydNPD,DEC,p17,0.657
hydNPD,DEC,p18,0.375
hydNPD,DEC,p19,0.423
hydNPD,DEC,p2,0.819
hydNPD,DEC,p21,0.364
hydNPD,DEC,p24,0.434
hydNPD,DEC,p25,0.599
hydNPD,DEC,p26,0.558
hydNPD,DEC,p27,0.536
hydNPD,DEC,p28,0.675
hydNPD,DEC,p3,0.64
hydNPD,DEC,p31,0.377
hydNPD,DEC,p32,0.568
hydNPD,DEC,p33,0.433
hydNPD,DEC,p34,0.524
hydNPD,DEC,p37,0.368
hydNPD,DEC,p42,0.564
hydNPD,DEC,p43,0.543
hydNPD,DEC,p44,0.358
hydNPD,DEC,p45,0.286
hydNPD,DEC,p46,0.51
hydNPD,DEC,p47,0.403
hydNPD,DEC,p5,0.866
hydNPD,DEC,p50,0.536
hydNPD,DEC,p51,0.385
hydNPD,DEC,p53,0.406
hydNPD,DEC,p54,0.367
hydNPD,DEC,p55,0.55
hydNPD,DEC,p56,0.65
hydNPD,DEC,p57,0.595
hydNPD,DEC,p58,0.668
hydNPD,DEC,p59,0.366
hydNPD,DEC,p6,0.756
hydNPD,DEC,p60,0.49
hydNPD,DEC,p61,0.359
hydNPD,DEC,p63,0.501
hydNPD,DEC,p64,0.555
hydNPD,DEC,p65,0.568
hydNPD,DEC,p66,0.601
hydNPD,DEC,p67,0.646
hydNPD,DEC,p69,0.515
hydNPD,DEC,p70,0.523
hydNPD,DEC,p71,0.519
hydNPD,DEC,p72,0.528
hydNPD,DEC,p74,0.641
hydNPD,DEC,p76,0.667
hydNPD,DEC,p77,0.531
hydNPD,DEC,p78,0.62
hydNPD,DEC,p80,0.594
hydNPD,DEC,p81,0.55
hydNPD,DEC,p82,0.642
hydNPD,DEC,p83,0.58
hydNPD,DEC,p84,0.72
hydNPD,DEC,p85,0.612
hydNPD,DEC,p86,0.631
hydNPD,DEC,p87,0.736
hydNPD,DEC,p88,0.758
hydNPD,DEC,p89,0.745
hydNPD,DEC,p9,0.623
hydNPD,DEC,p90,0.745
hydNPD,DEC,p91,0.72
hydNPD,DEC,p92,0.757
hydNPD,DEC,p93,0.274
hydNPD,DEC,p94,0.782
hydNPD,DEC,p95,0.76
hydNPD,DEC,p96,0.748
hydNPD,DEC,p97,0.76
hydNPD,DEC,p98,0.683
hydNPD,DEC,p99,0.683
hydNPD,FEB,p1,0.862
hydNPD,FEB,p10,0.554
hydNPD,FEB,p101,0.618
hydNPD,FEB,p102,0.44
hydNPD,FEB,p103,0.757
hydNPD,FEB,p105,0.695
hydNPD,FEB,p106,0.63
hydNPD,FEB,p107,0.684
hydNPD,FEB,p108,0.752
hydNPD,FEB,p109,0.704
hydNPD,FEB,p110,0.684
hydNPD,FEB,p111,0.69
hydNPD,FEB,p112,0.713
hydNPD,FEB,p113,0.652
hydNPD,FEB,p114,0.69
hydNPD,FEB,p115,0.785
hydNPD,FEB,p116,0.761
hydNPD,FEB,p117,0.764
hydNPD,FEB,p118,0.679
hydNPD,FEB,p119,0.74
hydNPD,FEB,p121,0.695
hydNPD,FEB,p122,0.751
hydNPD,FEB,p123,0.724
hydNPD,FEB,p126,0.744
hydNPD,FEB,p127,0.741
hydNPD,FEB,p129,0.687
hydNPD,FEB,p130,0.674
hydNPD,FEB,p131,0.735
hydNPD,FEB,p132,0.733
hydNPD,FEB,p133,0.753
hydNPD,FEB,p134,0.749
hydNPD,FEB,p15,0.391
hydNPD,FEB,p16,0.862
hydNPD,FEB,p17,0.657
hydNPD,FEB,p18,0.375
hydNPD,FEB,p19,0.423
hydNPD,FEB,p2,0.819
hydNPD,FEB,p21,0.364
hydNPD,FEB,p24,0.434
hydNPD,FEB,p25,0.599
hydNPD,FEB,p26,0.558
hydNPD,FEB,p27,0.536
hydNPD,FEB,p28,0.675
hydNPD,FEB,p3,0.64
hydNPD,FEB,p31,0.377
hydNPD,FEB,p32,0.568
hydNPD,FEB,p33,0.433
hydNPD,FEB,p34,0.524
hydNPD,FEB,p37,0.368
hydNPD,FEB,p42,0.564
hydNPD,FEB,p43,0.543
hydNPD,FEB,p44,0.358
hydNPD,FEB,p45,0.286
hydNPD,FEB,p46,0.51
hydNPD,FEB,p47,0.403
hydNPD,FEB,p5,0.866
hydNPD,FEB,p50,0.536
hydNPD,FEB,p51,0.385
hydNPD,FEB,p53,0.406
hydNPD,FEB,p54,0.367
hydNPD,FEB,p55,0.55
hydNPD,FEB,p56,0.65
hydNPD,FEB,p57,0.595
hydNPD,FEB,p58,0.668
hydNPD,FEB,p59,0.366
hydNPD,FEB,p6,0.756
hydNPD,FEB,p60,0.49
hydNPD,FEB,p61,0.359
hydNPD,FEB,p63,0.501
hydNPD,FEB,p64,0.555
hydNPD,FEB,p65,0.568
hydNPD,FEB,p66,0.601
hydNPD,FEB,p67,0.646
hydNPD,FEB,p69,0.515
hydNPD,FEB,p70,0.523
hydNPD,FEB,p71,0.519
hydNPD,FEB,p72,0.528
hydNPD,FEB,p74,0.641
hydNPD,FEB,p76,0.667
hydNPD,FEB,p77,0.531
hydNPD,FEB,p78,0.62
hydNPD,FEB,p80,0.594
hydNPD,FEB,p81,0.55
hydNPD,FEB,p82,0.642
hydNPD,FEB,p83,0.58
hydNPD,FEB,p84,0.72
hydNPD,FEB,p85,0.612
hydNPD,FEB,p86,0.631
hydNPD,FEB,p87,0.736
hydNPD,FEB,p88,0.758
hydNPD,FEB,p89,0.745
hydNPD,FEB,p9,0.623
hydNPD,FEB,p90,0.745
hydNPD,FEB,p91,0.72
hydNPD,FEB,p92,0.757
hydNPD,FEB,p93,0.274
hydNPD,FEB,p94,0.782
hydNPD,FEB,p95,0.76
hydNPD,FEB,p96,0.748
hydNPD,FEB,p97,0.76
hydNPD,FEB,p98,0.683
hydNPD,FEB,p99,0.683
hydNPD,JAN,p1,0.862
hydNPD,JAN,p10,0.554
hydNPD,JAN,p101,0.618
hydNPD,JAN,p102,0.44
hydNPD,JAN,p103,0.757
hydNPD,JAN,p105,0.695
hydNPD,JAN,p106,0.63
hydNPD,JAN,p107,0.684
hydNPD,JAN,p108,0.752
hydNPD,JAN,p109,0.704
hydNPD,JAN,p110,0.684
hydNPD,JAN,p111,0.69
hydNPD,JAN,p112,0.713
hydNPD,JAN,p113,0.652
hydNPD,JAN,p114,0.69
hydNPD,JAN,p115,0.785
hydNPD,JAN,p116,0.761
hydNPD,JAN,p117,0.764
hydNPD,JAN,p118,0.679
hydNPD,JAN,p119,0.74
hydNPD,JAN,p121,0.695
hydNPD,JAN,p122,0.751
hydNPD,JAN,p123,0.724
hydNPD,JAN,p126,0.744
hydNPD,JAN,p127,0.741
hydNPD,JAN,p129,0.687
hydNPD,JAN,p130,0.674
hydNPD,JAN,p131,0.735
hydNPD,JAN,p132,0.733
hydNPD,JAN,p133,0.753
hydNPD,JAN,p134,0.749
hydNPD,JAN,p15,0.391
hydNPD,JAN,p16,0.862
hydNPD,JAN,p17,0.657
hydNPD,JAN,p18,0.375
hydNPD,JAN,p19,0.423
hydNPD,JAN,p2,0.819
hydNPD,JAN,p21,0.364
hydNPD,JAN,p24,0.434
hydNPD,JAN,p25,0.599
hydNPD,JAN,p26,0.558
hydNPD,JAN,p27,0.536
hydNPD,JAN,p28,0.675
hydNPD,JAN,p3,0.64
hydNPD,JAN,p31,0.377
hydNPD,JAN,p32,0.568
hydNPD,JAN,p33,0.433
hydNPD,JAN,p34,0.524
hydNPD,JAN,p37,0.368
hydNPD,JAN,p42,0.564
hydNPD,JAN,p43,0.543
hydNPD,JAN,p44,0.358
hydNPD,JAN,p45,0.286
hydNPD,JAN,p46,0.51
hydNPD,JAN,p47,0.403
hydNPD,JAN,p5,0.866
hydNPD,JAN,p50,0.536
hydNPD,JAN,p51,0.385
hydNPD,JAN,p53,0.406
hydNPD,JAN,p54,0.367
hydNPD,JAN,p55,0.55
hydNPD,JAN,p56,0.65
hydNPD,JAN,p57,0.595
hydNPD,JAN,p58,0.668
hydNPD,JAN,p59,0.366
hydNPD,JAN,p6,0.756
hydNPD,JAN,p60,0.49
hydNPD,JAN,p61,0.359
hydNPD,JAN,p63,0.501
hydNPD,JAN,p64,0.555
hydNPD,JAN,p65,0.568
hydNPD,JAN,p66,0.601
hydNPD,JAN,p67,0.646
hydNPD,JAN,p69,0.515
hydNPD,JAN,p70,0.523
hydNPD,JAN,p71,0.519
hydNPD,JAN,p72,0.528
hydNPD,JAN,p74,0.641
hydNPD,JAN,p76,0.667
hydNPD,JAN,p77,0.531
hydNPD,JAN,p78,0.62
hydNPD,JAN,p80,0.594
hydNPD,JAN,p81,0.55
hydNPD,JAN,p82,0.642
hydNPD,JAN,p83,0.58
hydNPD,JAN,p84,0.72
hydNPD,JAN,p85,0.612
hydNPD,JAN,p86,0.631
hydNPD,JAN,p87,0.736
hydNPD,JAN,p88,0.758
hydNPD,JAN,p89,0.745
hydNPD,JAN,p9,0.623
hydNPD,JAN,p90,0.745
hydNPD,JAN,p91,0.72
hydNPD,JAN,p92,0.757
hydNPD,JAN,p93,0.274
hydNPD,JAN,p94,0.782
hydNPD,JAN,p95,0.76
hydNPD,JAN,p96,0.748
hydNPD,JAN,p97,0.76
hydNPD,JAN,p98,0.683
hydNPD,JAN,p99,0.683
hydNPD,JUL,p1,0.61
hydNPD,JUL,p10,0.832
hydNPD,JUL,p101,0.667
hydNPD,JUL,p102,0.686
hydNPD,JUL,p103,0.536
hydNPD,JUL,p105,0.499
hydNPD,JUL,p106,0.485
hydNPD,JUL,p107,0.465
hydNPD,JUL,p108,0.384
hydNPD,JUL,p109,0.317
hydNPD,JUL,p110,0.362
hydNPD,JUL,p111,0.511
hydNPD,JUL,p112,0.469
hydNPD,JUL,p113,0.514
hydNPD,JUL,p114,0.456
hydNPD,JUL,p115,0.386
hydNPD,JUL,p116,0.411
hydNPD,JUL,p117,0.413
hydNPD,JUL,p118,0.371
hydNPD,JUL,p119,0.384
hydNPD,JUL,p121,0.432
hydNPD,JUL,p122,0.425
hydNPD,JUL,p123,0.517
hydNPD,JUL,p126,0.466
hydNPD,JUL,p127,0.407
hydNPD,JUL,p129,0.433
hydNPD,JUL,p130,0.475
hydNPD,JUL,p131,0.404
hydNPD,JUL,p132,0.48
hydNPD,JUL,p133,0.38
hydNPD,JUL,p134,0.653
hydNPD,JUL,p15,0.922
hydNPD,JUL,p16,0.623
hydNPD,JUL,p17,0.843
hydNPD,JUL,p18,0.926
hydNPD,JUL,p19,0.917
hydNPD,JUL,p2,0.523
hydNPD,JUL,p21,0.952
hydNPD,JUL,p24,0.848
hydNPD,JUL,p25,0.884
hydNPD,JUL,p26,0.838
hydNPD,JUL,p27,0.424
hydNPD,JUL,p28,0.73
hydNPD,JUL,p3,0.842
hydNPD,JUL,p31,0.887
hydNPD,JUL,p32,0.83
hydNPD,JUL,p33,0.909
hydNPD,JUL,p34,0.901
hydNPD,JUL,p37,0.717
hydNPD,JUL,p42,0.63
hydNPD,JUL,p43,0.763
hydNPD,JUL,p44,0.729
hydNPD,JUL,p45,0.722
hydNPD,JUL,p46,0.763
hydNPD,JUL,p47,0.823
hydNPD,JUL,p5,0.46
hydNPD,JUL,p50,0.562
hydNPD,JUL,p51,0.538
hydNPD,JUL,p53,0.636
hydNPD,JUL,p54,0.527
hydNPD,JUL,p55,0.432
hydNPD,JUL,p56,0.321
hydNPD,JUL,p57,0.29
hydNPD,JUL,p58,0.383
hydNPD,JUL,p59,0.897
hydNPD,JUL,p6,0.614
hydNPD,JUL,p60,0.667
hydNPD,JUL,p61,0.55
hydNPD,JUL,p63,0.432
hydNPD,JUL,p64,0.469
hydNPD,JUL,p65,0.526
hydNPD,JUL,p66,0.425
hydNPD,JUL,p67,0.351
hydNPD,JUL,p69,0.771
hydNPD,JUL,p70,0.781
hydNPD,JUL,p71,0.772
hydNPD,JUL,p72,0.772
hydNPD,JUL,p74,0.704
hydNPD,JUL,p76,0.713
hydNPD,JUL,p77,0.776
hydNPD,JUL,p78,0.644
hydNPD,JUL,p80,0.721
hydNPD,JUL,p81,0.744
hydNPD,JUL,p82,0.58
hydNPD,JUL,p83,0.501
hydNPD,JUL,p84,0.462
hydNPD,JUL,p85,0.523
hydNPD,JUL,p86,0.232
hydNPD,JUL,p87,0.389
hydNPD,JUL,p88,0.372
hydNPD,JUL,p89,0.347
hydNPD,JUL,p9,0.63
hydNPD,JUL,p90,0.391
hydNPD,JUL,p91,0.633
hydNPD,JUL,p92,0.436
hydNPD,JUL,p93,0.628
hydNPD,JUL,p94,0.653
hydNPD,JUL,p95,0.63
hydNPD,JUL,p96,0.574
hydNPD,JUL,p97,0.581
hydNPD,JUL,p98,0.42
hydNPD,JUL,p99,0.428
hydNPD,JUN,p1,0.61
hydNPD,JUN,p10,0.832
hydNPD,JUN,p101,0.667
hydNPD,JUN,p102,0.686
hydNPD,JUN,p103,0.536
hydNPD,JUN,p105,0.499
hydNPD,JUN,p106,0.485
hydNPD,JUN,p107,0.465
hydNPD,JUN,p108,0.384
hydNPD,JUN,p109,0.317
hydNPD,JUN,p110,0.362
hydNPD,JUN,p111,0.511
hydNPD,JUN,p112,0.469
hydNPD,JUN,p113,0.514
hydNPD,JUN,p114,0.456
hydNPD,JUN,p115,0.386
hydNPD,JUN,p116,0.411
hydNPD,JUN,p117,0.413
hydNPD,JUN,p118,0.371
hydNPD,JUN,p119,0.384
hydNPD,JUN,p121,0.432
hydNPD,JUN,p122,0.425
hydNPD,JUN,p123,0.517
hydNPD,JUN,p126,0.466
hydNPD,JUN,p127,0.407
hydNPD,JUN,p129,0.433
hydNPD,JUN,p130,0.475
hydNPD,JUN,p131,0.404
hydNPD,JUN,p132,0.48
hydNPD,JUN,p133,0.38
hydNPD,JUN,p134,0.653
hydNPD,JUN,p15,0.922
hydNPD,JUN,p16,0.623
hydNPD,JUN,p17,0.843
hydNPD,JUN,p18,0.926
hydNPD,JUN,p19,0.917
hydNPD,JUN,p2,0.523
hydNPD,JUN,p21,0.952
hydNPD,JUN,p24,0.848
hydNPD,JUN,p25,0.884
hydNPD,JUN,p26,0.838
hydNPD,JUN,p27,0.424
hydNPD,JUN,p28,0.73
hydNPD,JUN,p3,0.842
hydNPD,JUN,p31,0.887
hydNPD,JUN,p32,0.83
hydNPD,JUN,p33,0.909
hydNPD,JUN,p34,0.901
hydNPD,JUN,p37,0.717
hydNPD,JUN,p42,0.63
hydNPD,JUN,p43,0.763
hydNPD,JUN,p44,0.729
hydNPD,JUN,p45,0.722
hydNPD,JUN,p46,0.763
hydNPD,JUN,p47,0.823
hydNPD,JUN,p5,0.46
hydNPD,JUN,p50,0.562
hydNPD,JUN,p51,0.538
hydNPD,JUN,p53,0.636
hydNPD,JUN,p54,0.527
hydNPD,JUN,p55,0.432
hydNPD,JUN,p56,0.321
hydNPD,JUN,p57,0.29
hydNPD,JUN,p58,0.383
hydNPD,JUN,p59,0.897
hydNPD,JUN,p6,0.614
hydNPD,JUN,p60,0.667
hydNPD,JUN,p61,0.55
hydNPD,JUN,p63,0.432
hydNPD,JUN,p64,0.469
hydNPD,JUN,p65,0.526
hydNPD,JUN,p66,0.425
hydNPD,JUN,p67,0.351
hydNPD,JUN,p69,0.771
hydNPD,JUN,p70,0.781
hydNPD,JUN,p71,0.772
hydNPD,JUN,p72,0.772
hydNPD,JUN,p74,0.704
hydNPD,JUN,p76,0.713
hydNPD,JUN,p77,0.776
hydNPD,JUN,p78,0.644
hydNPD,JUN,p80,0.721
hydNPD,JUN,p81,0.744
hydNPD,JUN,p82,0.58
hydNPD,JUN,p83,0.501
hydNPD,JUN,p84,0.462
hydNPD,JUN,p85,0.523
hydNPD,JUN,p86,0.232
hydNPD,JUN,p87,0.389
hydNPD,JUN,p88,0.372
hydNPD,JUN,p89,0.347
hydNPD,JUN,p9,0.63
hydNPD,JUN,p90,0.391
hydNPD,JUN,p91,0.633
hydNPD,JUN,p92,0.436
hydNPD,JUN,p93,0.628
hydNPD,JUN,p94,0.653
hydNPD,JUN,p95,0.63
hydNPD,JUN,p96,0.574
hydNPD,JUN,p97,0.581
hydNPD,JUN,p98,0.42
hydNPD,JUN,p99,0.428
hydNPD,MAR,p1,0.831
hydNPD,MAR,p10,0.878
hydNPD,MAR,p101,0.596
hydNPD,MAR,p102,0.388
hydNPD,MAR,p103,0.904
hydNPD,MAR,p105,0.754
hydNPD,MAR,p106,0.811
hydNPD,MAR,p107,0.831
hydNPD,MAR,p108,0.851
hydNPD,MAR,p109,0.805
hydNPD,MAR,p110,0.839
hydNPD,MAR,p111,0.801
hydNPD,MAR,p112,0.856
hydNPD,MAR,p113,0.837
hydNPD,MAR,p114,0.832
hydNPD,MAR,p115,0.864
hydNPD,MAR,p116,0.857
hydNPD,MAR,p117,0.883
hydNPD,MAR,p118,0.843
hydNPD,MAR,p119,0.859
hydNPD,MAR,p121,0.862
hydNPD,MAR,p122,0.832
hydNPD,MAR,p123,0.852
hydNPD,MAR,p126,0.828
hydNPD,MAR,p127,0.878
hydNPD,MAR,p129,0.932
hydNPD,MAR,p130,0.908
hydNPD,MAR,p131,0.891
hydNPD,MAR,p132,0.911
hydNPD,MAR,p133,0.873
hydNPD,MAR,p134,0.899
hydNPD,MAR,p15,0.693
hydNPD,MAR,p16,0.825
hydNPD,MAR,p17,0.796
hydNPD,MAR,p18,0.702
hydNPD,MAR,p19,0.765
hydNPD,MAR,p2,0.871
hydNPD,MAR,p21,0.723
hydNPD,MAR,p24,0.848
hydNPD,MAR,p25,0.816
hydNPD,MAR,p26,0.79
hydNPD,MAR,p27,0.663
hydNPD,MAR,p28,0.821
hydNPD,MAR,p3,0.849
hydNPD,MAR,p31,0.849
hydNPD,MAR,p32,0.746
hydNPD,MAR,p33,0.74
hydNPD,MAR,p34,0.786
hydNPD,MAR,p37,0.829
hydNPD,MAR,p42,0.643
hydNPD,MAR,p43,0.871
hydNPD,MAR,p44,0.849
hydNPD,MAR,p45,0.773
hydNPD,MAR,p46,0.915
hydNPD,MAR,p47,0.7
hydNPD,MAR,p5,0.814
hydNPD,MAR,p50,0.783
hydNPD,MAR,p51,0.716
hydNPD,MAR,p53,0.678
hydNPD,MAR,p54,0.728
hydNPD,MAR,p55,0.754
hydNPD,MAR,p56,0.76
hydNPD,MAR,p57,0.631
hydNPD,MAR,p58,0.764
hydNPD,MAR,p59,0.862
hydNPD,MAR,p6,0.859
hydNPD,MAR,p60,0.678
hydNPD,MAR,p61,0.579
hydNPD,MAR,p63,0.696
hydNPD,MAR,p64,0.698
hydNPD,MAR,p65,0.653
hydNPD,MAR,p66,0.739
hydNPD,MAR,p67,0.672
hydNPD,MAR,p69,0.918
hydNPD,MAR,p70,0.92
hydNPD,MAR,p71,0.918
hydNPD,MAR,p72,0.916
hydNPD,MAR,p74,0.929
hydNPD,MAR,p76,0.949
hydNPD,MAR,p77,0.93
hydNPD,MAR,p78,0.932
