Year,Utility Name,State,Trn - Total Transmission Plant,Dis - Total Distribution Plant,Gen - Total General Plant
2014,New Hampshire Transmission LLC,FL,2444080,0,39435
2013,New Hampshire Transmission LLC,FL,4537930,0,7313
2012,New Hampshire Transmission LLC,FL,5609384,0,545793
2011,New Hampshire Transmission LLC,FL,1484242,0,60038
2010,New Hampshire Transmission LLC,FL,749463,0,0
2019,New York Independent System Operator,NY,0,0,0
2018,New York Independent System Operator,NY,0,0,0
2017,New York Independent System Operator,NY,0,0,0
2016,New York Independent System Operator,NY,0,0,0
2015,New York Independent System Operator,NY,0,0,0
2014,New York Independent System Operator,NY,0,0,0
2013,New York Independent System Operator,NY,0,0,0
2012,New York Independent System Operator,NY,0,0,0
2011,New York Independent System Operator,NY,0,0,0
2010,New York Independent System Operator,NY,0,0,0
2009,New York Independent System Operator,NY,0,0,0
2008,New York Independent System Operator,NY,0,0,0
2007,New York Independent System Operator,NY,0,0,0
2006,New York Independent System Operator,NY,0,0,0
2005,New York Independent System Operator,NY,0,0,25095080
2004,New York Independent System Operator,NY,0,0,13681073
2003,New York Independent System Operator,NY,0,0,43309591
2002,New York Independent System Operator,NY,0,0,23956063
2001,New York Independent System Operator,NY,0,0,10805388
2000,New York Independent System Operator,NY,0,0,6983362
1999,New York Independent System Operator,NY,0,0,3634838
2019,New York State Electric & Gas Corp,NY,164967103,176066073,3296764
2018,New York State Electric & Gas Corp,NY,71139591,150996117,5495009
2017,New York State Electric & Gas Corp,NY,141184357,95728149,5277737
2016,New York State Electric & Gas Corp,NY,5514400,53098348,958832
2015,New York State Electric & Gas Corp,NY,26860950,54452777,3974675
2014,New York State Electric & Gas Corp,NY,35014832,78076338,-7052659
2013,New York State Electric & Gas Corp,NY,30423330,93550659,2253243
2012,New York State Electric & Gas Corp,NY,25555090,100096386,9076499
2011,New York State Electric & Gas Corp,NY,68141473,85936746,17156723
2010,New York State Electric & Gas Corp,NY,75912506,60669107,1373686
2009,New York State Electric & Gas Corp,NY,13064946,47614204,8068806
2008,New York State Electric & Gas Corp,NY,15634862,47828924,9732799
2007,New York State Electric & Gas Corp,NY,16462161,46249883,9449510
2006,New York State Electric & Gas Corp,NY,17971359,50128962,5828028
2005,New York State Electric & Gas Corp,NY,8769967,41648618,16277925
2004,New York State Electric & Gas Corp,NY,11774010,60488603,9571046
2003,New York State Electric & Gas Corp,NY,6016590,37977938,8767197
2002,New York State Electric & Gas Corp,NY,4371435,36898039,4902555
2001,New York State Electric & Gas Corp,NY,3076945,32124538,13251286
2000,New York State Electric & Gas Corp,NY,-2801885,30231426,3811596
1999,New York State Electric & Gas Corp,NY,3462329,31497469,10225539
1998,New York State Electric & Gas Corp,NY,10424639,67052304,3156563
1997,New York State Electric & Gas Corp,NY,3916387,42516158,13295909
1996,New York State Electric & Gas Corp,NY,7854369,55621421,14137822
1995,New York State Electric & Gas Corp,NY,13455989,57253567,9202050
1994,New York State Electric & Gas Corp,NY,13543184,71567189,11628088
2019,New York Transco LLC,,0,0,16105
2018,New York Transco LLC,,599986,0,0
2017,New York Transco LLC,,-555240,0,8124
2016,New York Transco LLC,,73727245,0,0
2000,Newport Electric Corp,RI,14066,754958,6039
1999,Newport Electric Corp,RI,91931,2230832,79065
1998,Newport Electric Corp,RI,4733,1872900,21046
1997,Newport Electric Corp,RI,119253,2726347,51295
1996,Newport Electric Corp,RI,352792,3433891,378624
1995,Newport Electric Corp,RI,71930,2193096,52238
1994,Newport Electric Corp,RI,203153,3009349,205171
2019,Niagara Mohawk Power Corp,NY,205756252,341509999,9608291
2018,Niagara Mohawk Power Corp,NY,235938873,282822241,17828860
2017,Niagara Mohawk Power Corp,NY,137109729,236450261,7364823
2016,Niagara Mohawk Power Corp,NY,224712566,249747035,8461186
2015,Niagara Mohawk Power Corp,NY,244218050,346169743,19126696
2014,Niagara Mohawk Power Corp,NY,164121317,324128502,10830555
2013,Niagara Mohawk Power Corp,NY,154593865,187285943,2125855
2012,Niagara Mohawk Power Corp,NY,141129506,225912908,-175576
2011,Niagara Mohawk Power Corp,NY,128577430,209447474,7731365
2010,Niagara Mohawk Power Corp,NY,169872180,249199709,14209512
2009,Niagara Mohawk Power Corp,NY,74028791,190193347,6194262
2008,Niagara Mohawk Power Corp,NY,105978526,208856602,8489459
2007,Niagara Mohawk Power Corp,NY,53291993,190931179,5941124
2006,Niagara Mohawk Power Corp,NY,66103761,203206154,7464462
2005,Niagara Mohawk Power Corp,NY,50864136,216765759,10881291
2004,Niagara Mohawk Power Corp,NY,27263223,123917754,15802149
2003,Niagara Mohawk Power Corp,NY,13929260,170981919,27461459
2002,Niagara Mohawk Power Corp,NY,31586797,140750634,8659643
2001,Niagara Mohawk Power Corp,NY,63430819,146758211,9762471
2000,Niagara Mohawk Power Corp,NY,25197848,115410183,8621770
1999,Niagara Mohawk Power Corp,NY,34998953,166035193,19171368
1998,Niagara Mohawk Power Corp,NY,12473713,65581087,15353206
1997,Niagara Mohawk Power Corp,NY,17939111,101027111,15782741
1996,Niagara Mohawk Power Corp,NY,31021942,140251333,14222103
1995,Niagara Mohawk Power Corp,NY,46512843,172539622,19809302
1994,Niagara Mohawk Power Corp,NY,35121534,164172845,79413962
2002,North Atlantic Energy Corp,NH,-4162,0,1907024
2001,North Atlantic Energy Corp,NH,628016,0,285658
2000,North Atlantic Energy Corp,NH,0,0,969485
1999,North Atlantic Energy Corp,NH,0,0,373713
1998,North Atlantic Energy Corp,NH,0,0,339727
1997,North Atlantic Energy Corp,NH,857307,0,4277949
1996,North Atlantic Energy Corp,NH,0,0,1275574
1995,North Atlantic Energy Corp,NH,121,0,125135
1994,North Atlantic Energy Corp,NH,0,0,730493
2004,North Central Missouri Electric Coop Inc,MO,0,1063935,22154
2003,North Central Missouri Electric Coop Inc,MO,0,804483,167190
2002,North Central Missouri Electric Coop Inc,MO,0,1051294,314717
2001,North Central Missouri Electric Coop Inc,MO,0,1316098,345166
2000,North Central Missouri Electric Coop Inc,MO,0,1079257,153078
2019,North Central Power Co Inc,WI,80147,743040,134182
2018,North Central Power Co Inc,WI,164606,652340,9631
2017,North Central Power Co Inc,WI,74987,543374,140300
2016,North Central Power Co Inc,WI,111240,572610,80199
2015,North Central Power Co Inc,WI,100832,748752,116695
2014,North Central Power Co Inc,WI,79680,507261,256465
2013,North Central Power Co Inc,WI,82046,579176,37638
2012,North Central Power Co Inc,WI,87895,554230,15370
2011,North Central Power Co Inc,WI,132092,465075,81783
2010,North Central Power Co Inc,WI,90916,339093,129389
2009,North Central Power Co Inc,WI,94550,392938,84990
2008,North Central Power Co Inc,WI,78614,504095,135408
2007,North Central Power Co Inc,WI,159609,530980,84308
2006,North Central Power Co Inc,WI,10297,944117,152852
2005,North Central Power Co Inc,WI,63768,800251,53342
2004,North Central Power Co Inc,WI,0,0,0
2003,North Central Power Co Inc,WI,23265,606864,34628
2002,North Central Power Co Inc,WI,171312,508255,47507
2001,North Central Power Co Inc,WI,44455,563115,130557
2000,North Central Power Co Inc,WI,12470,443432,52823
1999,North Central Power Co Inc,WI,52058,678753,22372
1998,North Central Power Co Inc,WI,9194,496372,63786
1997,North Central Power Co Inc,WI,2255,433659,1860
1996,North Central Power Co Inc,WI,66432,392990,123815
1995,North Central Power Co Inc,WI,0,544000,102180
1994,North Central Power Co Inc,WI,119588,341292,69649
1993,North Central Power Co Inc,WI,351,353089,57863
2004,North West Rural Elect Coop,IA,0,1834509,130844
2003,North West Rural Elect Coop,IA,0,1461485,353665
2019,Northern Indiana Public Service Co,IN,105658813,228342718,8312335
2018,Northern Indiana Public Service Co,IN,574407721,152706755,33550435
2017,Northern Indiana Public Service Co,IN,106709833,126816646,5655899
2016,Northern Indiana Public Service Co,IN,34012425,128134826,8115516
2015,Northern Indiana Public Service Co,IN,50666179,99515737,6527718
2014,Northern Indiana Public Service Co,IN,50200476,83456659,2924514
2013,Northern Indiana Public Service Co,IN,25817036,71714578,5880928
2012,Northern Indiana Public Service Co,IN,15191860,60000519,5592368
2011,Northern Indiana Public Service Co,IN,24027094,43818906,2691417
2010,Northern Indiana Public Service Co,IN,35391809,48093257,6053678
2009,Northern Indiana Public Service Co,IN,42022275,48453521,4645804
2008,Northern Indiana Public Service Co,IN,53319045,61146549,9458843
2007,Northern Indiana Public Service Co,IN,35699945,65199503,9195989
2006,Northern Indiana Public Service Co,IN,21333293,55845209,7517594
2005,Northern Indiana Public Service Co,IN,18792554,51178986,1676637
2004,Northern Indiana Public Service Co,IN,27711396,43274063,7630387
2003,Northern Indiana Public Service Co,IN,16294445,40416108,2155869
2002,Northern Indiana Public Service Co,IN,19341254,47288129,8428875
2001,Northern Indiana Public Service Co,IN,34742804,58617399,5764348
2000,Northern Indiana Public Service Co,IN,20023019,50202145,24881314
1999,Northern Indiana Public Service Co,IN,10394748,41218052,1545108
1998,Northern Indiana Public Service Co,IN,15335664,45398500,16493042
1997,Northern Indiana Public Service Co,IN,12446734,39493025,3920896
1996,Northern Indiana Public Service Co,IN,8762137,45165021,6707830
1995,Northern Indiana Public Service Co,IN,17516880,37061024,3273633
1994,Northern Indiana Public Service Co,IN,14187784,35274131,5430951
2019,Northern States Power Co (Minnesota),MN,98928290,218751354,39851274
2018,Northern States Power Co (Minnesota),MN,126891002,195037751,55662968
2017,Northern States Power Co (Minnesota),MN,146364297,172860870,65714436
2016,Northern States Power Co (Minnesota),MN,182398426,206459993,58464908
2015,Northern States Power Co (Minnesota),MN,466045774,166340410,74353433
2014,Northern States Power Co (Minnesota),MN,556233686,188374822,38770793
2013,Northern States Power Co (Minnesota),MN,160201467,171685577,41647598
2012,Northern States Power Co (Minnesota),MN,139117334,125564587,36717863
2011,Northern States Power Co (Minnesota),MN,189133992,160661461,27254295
2010,Northern States Power Co (Minnesota),MN,117538990,119994214,51566310
2009,Northern States Power Co (Minnesota),MN,124512290,115667636,28120736
2008,Northern States Power Co (Minnesota),MN,164737979,122366199,23800348
2007,Northern States Power Co (Minnesota),MN,224739566,119647091,22420051
2006,Northern States Power Co (Minnesota),MN,96066105,126329984,13567109
2005,Northern States Power Co (Minnesota),MN,95694509,106169972,13851898
2004,Northern States Power Co (Minnesota),MN,60660725,131001816,15995918
2003,Northern States Power Co (Minnesota),MN,48116337,122431949,6455516
2002,Northern States Power Co (Minnesota),MN,26696112,100444620,8527421
2001,Northern States Power Co (Minnesota),MN,30297386,120828626,7589863
2000,Northern States Power Co (Minnesota),MN,17186578,122587262,12239579
1999,Northern States Power Co (Minnesota),MN,45352881,122740900,9262085
1998,Northern States Power Co (Minnesota),MN,36797208,115364779,8841166
1997,Northern States Power Co (Minnesota),MN,47419573,141651526,17613677
1996,Northern States Power Co (Minnesota),MN,38308439,110554273,10473162
1995,Northern States Power Co (Minnesota),MN,32762640,106644879,8564243
1994,Northern States Power Co (Minnesota),MN,46319526,86329724,8875001
2019,Northern States Power Co (Wisconsin),WI,61109080,61768032,12666348
2018,Northern States Power Co (Wisconsin),WI,219628576,64829072,20713728
2017,Northern States Power Co (Wisconsin),WI,34794292,45576187,18936806
2016,Northern States Power Co (Wisconsin),WI,35565391,45147789,6907055
2015,Northern States Power Co (Wisconsin),WI,234332092,46180220,12928842
2014,Northern States Power Co (Wisconsin),WI,87609738,47929560,8815959
2013,Northern States Power Co (Wisconsin),WI,69654688,37741146,6765985
2012,Northern States Power Co (Wisconsin),WI,61558769,39996011,9508546
2011,Northern States Power Co (Wisconsin),WI,42368517,39203377,10835464
2010,Northern States Power Co (Wisconsin),WI,57584549,33093093,10352843
2009,Northern States Power Co (Wisconsin),WI,12071063,26184492,8160384
2008,Northern States Power Co (Wisconsin),WI,41645407,27124695,8248475
2007,Northern States Power Co (Wisconsin),WI,5417983,26720651,2567450
2006,Northern States Power Co (Wisconsin),WI,21208099,10555800,3402552
2005,Northern States Power Co (Wisconsin),WI,5098519,24126188,2723841
2004,Northern States Power Co (Wisconsin),WI,7640175,26800702,2809699
2003,Northern States Power Co (Wisconsin),WI,1832250,23772271,3299453
2002,Northern States Power Co (Wisconsin),WI,5059284,15716188,1384744
2001,Northern States Power Co (Wisconsin),WI,36909941,21529490,616885
2000,Northern States Power Co (Wisconsin),WI,48187849,28581677,1628602
1999,Northern States Power Co (Wisconsin),WI,18379101,23289376,801337
1998,Northern States Power Co (Wisconsin),WI,6100977,25448207,1836801
1997,Northern States Power Co (Wisconsin),WI,10065531,21991696,1083481
1996,Northern States Power Co (Wisconsin),WI,7184405,25748231,1635822
1995,Northern States Power Co (Wisconsin),WI,5502654,20045460,1653704
1994,Northern States Power Co (Wisconsin),WI,7503696,19732675,496678
2019,NorthWestern Corp,SD,65012022,122357295,12233552
2018,NorthWestern Corp,SD,70850456,82647639,12212457
2017,NorthWestern Corp,SD,98010472,133187432,12832091
2016,NorthWestern Corp,SD,40319299,89121599,16680347
2015,NorthWestern Corp,SD,96006371,100393770,10691634
2014,NorthWestern Corp,SD,40734396,84914545,10733888
2013,NorthWestern Corp,SD,29483250,73778090,12928171
2012,NorthWestern Corp,SD,40304188,53182345,7308710
2011,NorthWestern Corp,SD,36316455,48773514,7293388
2010,NorthWestern Corp,SD,35406335,44263285,6421292
2009,NorthWestern Corp,SD,14946659,41392800,7176934
2008,NorthWestern Corp,SD,14899286,49171960,6281864
2007,NorthWestern Corp,SD,9082236,45708184,5492623
2006,NorthWestern Corp,SD,29774327,58457664,5877344
2005,NorthWestern Corp,SD,11201011,36419780,2377980
2004,NorthWestern Corp,SD,9456202,45072790,2696765
2003,NorthWestern Corp,SD,9490742,43300626,289659
2002,NorthWestern Corp,SD,8710481,43085932,6958939
2001,NorthWestern Corp,SD,1219789,5622141,249970
2000,NorthWestern Corp,SD,1235592,4825456,32856
1999,NorthWestern Corp,SD,525371,4583382,323007
1998,NorthWestern Corp,SD,1127042,7429996,381708
1997,NorthWestern Corp,SD,969245,6546723,129575
1996,NorthWestern Corp,SD,1974529,6952689,522134
1995,NorthWestern Corp,SD,1255882,4628192,752091
1994,NorthWestern Corp,SD,1134495,7193987,527929
2019,Northwestern Wisconsin Electric Co,WI,203191,2188042,541762
2018,Northwestern Wisconsin Electric Co,WI,528351,2155433,693178
2017,Northwestern Wisconsin Electric Co,WI,707787,2687522,409561
2016,Northwestern Wisconsin Electric Co,WI,276193,1923345,381738
2015,Northwestern Wisconsin Electric Co,WI,580554,1572336,351670
2014,Northwestern Wisconsin Electric Co,WI,553798,1722314,572665
2013,Northwestern Wisconsin Electric Co,WI,2165818,1802500,365004
2012,Northwestern Wisconsin Electric Co,WI,366562,2224209,256974
2011,Northwestern Wisconsin Electric Co,WI,180102,2039824,255300
2010,Northwestern Wisconsin Electric Co,WI,1465206,1343782,270559
2009,Northwestern Wisconsin Electric Co,WI,1120885,1625741,453792
2008,Northwestern Wisconsin Electric Co,WI,765331,1697768,279163
2007,Northwestern Wisconsin Electric Co,WI,1060001,1641197,276260
2006,Northwestern Wisconsin Electric Co,WI,1184180,1427595,67544
2005,Northwestern Wisconsin Electric Co,WI,720597,1942652,205680
2004,Northwestern Wisconsin Electric Co,WI,322721,1997746,620051
2003,Northwestern Wisconsin Electric Co,WI,529852,1875417,315461
2002,Northwestern Wisconsin Electric Co,WI,431110,1714727,285424
2001,Northwestern Wisconsin Electric Co,WI,224544,1939016,222831
2000,Northwestern Wisconsin Electric Co,WI,818926,1819470,192536
1999,Northwestern Wisconsin Electric Co,WI,149641,1544477,292053
1998,Northwestern Wisconsin Electric Co,WI,1287210,1578906,303170
1997,Northwestern Wisconsin Electric Co,WI,1467139,1143152,528346
1996,Northwestern Wisconsin Electric Co,WI,218281,1192483,214495
1995,Northwestern Wisconsin Electric Co,WI,217904,1143764,170211
1994,Northwestern Wisconsin Electric Co,WI,203135,1051856,98302
2019,NSTAR Co d/b/a Eversource Energy,MA,344552261,337998922,50534119
2018,NSTAR Co d/b/a Eversource Energy,MA,257041383,287311704,37599960
2017,NSTAR Co d/b/a Eversource Energy,MA,138221945,197348901,69336814
2016,NSTAR Co d/b/a Eversource Energy,MA,302541685,292731019,42570902
2015,NSTAR Co d/b/a Eversource Energy,MA,203844812,207946948,10932386
2014,NSTAR Co d/b/a Eversource Energy,MA,144158814,227266093,2810843
2013,NSTAR Co d/b/a Eversource Energy,MA,253097193,186135662,21032162
2012,NSTAR Co d/b/a Eversource Energy,MA,149165113,214819491,18901415
2011,NSTAR Co d/b/a Eversource Energy,MA,105517561,187272286,10139734
2010,NSTAR Co d/b/a Eversource Energy,MA,67169298,183269140,7729244
2009,NSTAR Co d/b/a Eversource Energy,MA,119318698,206913338,5068551
2008,NSTAR Co d/b/a Eversource Energy,MA,155851601,199324879,13776025
2007,NSTAR Co d/b/a Eversource Energy,MA,97358398,230774177,16867640
2007,Ocean State Power,RI,0,0,87458
2006,Ocean State Power,RI,0,0,0
2005,Ocean State Power,RI,0,0,0
2004,Ocean State Power,RI,0,0,0
2003,Ocean State Power,RI,3686,0,29978
2002,Ocean State Power,RI,1405182,0,29714
2001,Ocean State Power,RI,87350,0,66955
2000,Ocean State Power,RI,15100,0,36007
1999,Ocean State Power,RI,0,0,58190
1998,Ocean State Power,RI,0,0,0
1997,Ocean State Power,RI,0,0,125442
1996,Ocean State Power,RI,0,0,168143
1995,Ocean State Power,RI,0,0,1003535
1994,Ocean State Power,RI,0,0,186736
2007,Ocean State Power II,RI,0,0,0
2006,Ocean State Power II,RI,0,0,0
2005,Ocean State Power II,RI,0,0,0
2004,Ocean State Power II,RI,0,0,0
2003,Ocean State Power II,RI,0,0,0
2002,Ocean State Power II,RI,0,0,0
2001,Ocean State Power II,RI,0,0,0
2000,Ocean State Power II,RI,0,0,0
1999,Ocean State Power II,RI,0,0,0
1998,Ocean State Power II,RI,0,0,0
