Year,Utility Name,State,Trn Total Operation Expenses $,Trn Total Maintenance Expenses $,Dis Total Maintenance Expenses $,Dis Total Operation Expenses $,Total Sales Expenses $,Total Customer Srv & Information Expenses $,CAE Total Customer Accounts Expenses $,Total Admin & General Expenses $,Total Regional Trans & Mark Operation Exps  $,A&G Total Operation Expenses $,A&G Oper Injuries & Damages $
2006,Lockhart Power Co,SC,39224,123287,456810,27457,6147,0,318766,1138271,0,1033893,13997
2005,Lockhart Power Co,SC,27440,142055,533019,22428,6904,0,314382,1052690,0,959055,19309
2004,Lockhart Power Co,SC,23412,104982,446712,30044,2790,3610,330749,987323,0,891090,9660
2003,Lockhart Power Co,SC,23497,152594,464598,35530,1164,5004,317740,960285,0,877417,7802
2002,Lockhart Power Co,SC,27333,71806,331984,-21164,1016,5733,260763,942574,0,821542,6485
2001,Lockhart Power Co,SC,28301,94985,379918,20842,1025,5446,293626,1006847,0,897051,5200
2000,Lockhart Power Co,SC,26181,89930,416720,33410,222,5763,314699,849511,0,747484,6055
1999,Lockhart Power Co,SC,23341,115489,367679,42125,93,5357,274535,779226,0,671742,-1927
1998,Lockhart Power Co,SC,22197,85881,344922,34845,614,4600,261506,753867,0,638147,1510
1997,Lockhart Power Co,SC,24897,106470,336012,11935,147,4615,244177,777914,0,653850,720
1996,Lockhart Power Co,SC,17826,108147,253238,25439,576,3982,260314,772951,0,647827,5589
1995,Lockhart Power Co,SC,16519,94078,350252,38283,1496,3687,247200,656904,0,571121,-659
1994,Lockhart Power Co,SC,20845,130898,317627,65197,244,3222,228205,649656,0,573708,4919
1998,Long Island Lighting Co,NY,24790094,1947156,19209828,11335782,638614,6348923,24046973,68494901,0,67185249,850405
1997,Long Island Lighting Co,NY,56328123,4976929,50041723,28377149,1218705,19122785,56373699,149113137,0,145550307,7505927
1996,Long Island Lighting Co,NY,55198066,5214602,54879934,27288263,825530,21989888,58651494,136457678,0,131460354,6941745
1995,Long Island Lighting Co,NY,57967023,4948336,57709091,25405489,558107,20655320,58431441,142359749,0,136896547,10031762
1994,Long Island Lighting Co,NY,54540735,4877126,56240791,19831792,832,25027202,58027475,152265209,0,146427597,14815648
1999,Long Sault Inc,NC,200840,414736,0,0,0,0,48312,265471,0,233926,0
1998,Long Sault Inc,NC,173968,347581,0,0,0,0,0,198571,0,194291,0
1997,Long Sault Inc,NC,160003,337771,0,0,0,0,0,207246,0,195820,0
1996,Long Sault Inc,NC,163340,355140,0,0,0,0,0,273649,0,266239,0
1995,Long Sault Inc,NC,159761,409931,0,0,0,0,0,211533,0,210856,0
1994,Long Sault Inc,NC,206167,393998,0,0,0,0,0,66123,0,64622,0
2019,Louisville Gas & Electric Co,KY,16236160,8337655,24005080,30064818,1440918,9179239,13854392,77108109,7075,75856605,3270296
2018,Louisville Gas & Electric Co,KY,13950889,6663236,26869496,27034391,1183927,13600889,14127035,76769017,10086,75918550,2117055
2017,Louisville Gas & Electric Co,KY,11174941,4168269,23607302,21601459,1032261,16456086,12705770,76486489,-123555,75638435,2534185
2016,Louisville Gas & Electric Co,KY,11213400,3780229,24930273,21451258,920198,16461479,11945059,80343474,-257187,79659022,2727451
2015,Louisville Gas & Electric Co,KY,11648896,2838350,27659948,20324799,609852,14306252,11658702,84250434,-272709,83503838,2954173
2014,Louisville Gas & Electric Co,KY,11716295,2905023,29370134,20871424,47452,15141504,12916439,82242085,-286591,81349751,3191890
2013,Louisville Gas & Electric Co,KY,11402080,2883139,26479165,18596444,41970,15058852,10318540,86704839,-291297,82948836,1714860
2012,Louisville Gas & Electric Co,KY,13340107,2467292,23724191,18678639,1385,11878663,10493254,79461422,751704,70219216,1873239
2011,Louisville Gas & Electric Co,KY,14205505,2618112,24544820,17938029,25095,10660302,12341117,83350569,755046,74433135,2523088
2010,Louisville Gas & Electric Co,KY,10747577,2171938,16225862,17237820,29625,10181985,13184087,79389402,1097996,70843309,1530489
2009,Louisville Gas & Electric Co,KY,8644016,2231801,15397183,15598657,41444,9893792,11260988,76699414,1138105,69444041,1771382
2008,Louisville Gas & Electric Co,KY,13156730,1789987,16218446,16676066,40713,2669013,9475080,58205833,46675,51496033,1364902
2007,Louisville Gas & Electric Co,KY,10322226,1693769,14761506,14681310,42256,5269766,8330951,56118598,11961,50980505,2246508
2006,Louisville Gas & Electric Co,KY,2316946,1637586,16010935,15930403,1002,4062529,9012857,65729561,1800836,60226620,1719223
2005,Louisville Gas & Electric Co,KY,12935682,1474459,10944926,14921808,2486,3975960,8611666,82561291,0,78430900,2782603
2004,Louisville Gas & Electric Co,KY,23387568,1223269,19406024,19963417,248401,4670829,7699462,77984847,0,74797516,1326433
2003,Louisville Gas & Electric Co,KY,22918902,1288036,9438632,15904956,128883,4737181,11508909,80033854,0,77975739,1303019
2002,Louisville Gas & Electric Co,KY,19852699,1596136,10541266,13598861,1187,2268593,9075386,87279569,0,87117056,3369044
2001,Louisville Gas & Electric Co,KY,6754294,1405319,10085744,12558282,15689,1278083,8699760,69452076,0,65906775,726180
2000,Louisville Gas & Electric Co,KY,6802862,1533176,9016625,14875073,1607180,1796599,11052554,37966079,0,31514382,1750482
1999,Louisville Gas & Electric Co,KY,6487508,1512730,8819333,14523133,1842271,1743150,8671222,45614724,0,42938925,1912057
1998,Louisville Gas & Electric Co,KY,5367467,1500579,10046365,16583694,1292814,1753960,8263893,47537101,0,45460590,1666969
1997,Louisville Gas & Electric Co,KY,3571205,1074643,8625278,15523721,1004046,1625668,8203804,40326934,0,38864791,1286765
1996,Louisville Gas & Electric Co,KY,4026604,1279068,10176732,14305359,849187,1756482,8450809,42100486,0,40684172,-1006929
1995,Louisville Gas & Electric Co,KY,3162055,1226779,8257085,14145640,841985,1523827,8567049,39285414,0,37669837,-5085639
1994,Louisville Gas & Electric Co,KY,2964409,1391586,9336863,13882822,958880,1301156,8198264,75428260,0,73604790,17517597
2004,Lyon Rural Electric Coop,IA,0,0,305482,169432,18003,96374,132657,518363,0,500275,26030
2003,Lyon Rural Electric Coop,IA,0,0,0,390465,27526,78076,120402,520763,0,520763,0
2002,Lyon Rural Electric Coop,IA,0,0,0,394151,25692,80498,117702,459663,0,459663,0
2001,Lyon Rural Electric Coop,IA,0,0,0,322981,19878,72010,110961,463107,0,463107,0
2000,Lyon Rural Electric Coop,IA,0,0,0,264297,17265,58724,80097,465112,0,465112,0
1999,Lyon Rural Electric Coop,IA,0,0,0,245622,13593,51652,83363,423748,0,423748,0
1998,Lyon Rural Electric Coop,IA,0,0,0,231073,16700,53347,80078,420420,0,420420,0
1997,Lyon Rural Electric Coop,IA,0,0,0,237373,11107,69996,82494,400912,0,400912,0
2019,Madison Gas & Electric Co,WI,39751530,-1861,6020049,10161042,615531,9712961,7419161,37856663,656379,37172781,1092245
2018,Madison Gas & Electric Co,WI,39433775,554,6234376,8442586,304354,8615685,7203688,33060427,684038,32688778,1419165
2017,Madison Gas & Electric Co,WI,41609633,0,6229453,8065802,251504,8578956,7945993,33810751,621358,33478191,1556519
2016,Madison Gas & Electric Co,WI,36421731,0,6472095,8171962,262850,8234720,6251980,34539640,608194,34116991,1741302
2015,Madison Gas & Electric Co,WI,36331545,0,5998706,8141960,213568,8158080,5368713,34372618,561316,33929237,1061986
2014,Madison Gas & Electric Co,WI,33145982,0,6201728,7897197,187241,7671018,6868180,32876393,475041,32264594,1616039
2013,Madison Gas & Electric Co,WI,33059370,0,6437784,8318453,222614,8457780,7051352,38731862,681538,37917850,1253307
2012,Madison Gas & Electric Co,WI,29700577,5719,5958688,7774213,207157,9263788,6893980,42362163,661510,41518427,1330508
2011,Madison Gas & Electric Co,WI,29075156,11954,5792033,7748447,183675,8335104,6816238,37743193,748616,36621320,1317451
2010,Madison Gas & Electric Co,WI,29711105,4091,5730161,7069289,167889,8562278,6975125,37619075,742373,36671144,1338585
2009,Madison Gas & Electric Co,WI,24863036,21182,5130440,6295166,186458,8562956,6708818,31505851,734078,30672982,1334268
2008,Madison Gas & Electric Co,WI,24085749,79,6449714,6564027,208576,8657247,7303912,31623518,0,30717570,1448846
2007,Madison Gas & Electric Co,WI,19814395,-30,6055483,6258198,243074,4211824,6817777,29717766,0,28966466,1992379
2006,Madison Gas & Electric Co,WI,19901535,164,5323183,5950110,249490,4195791,6649832,28898340,0,28227455,1177661
2005,Madison Gas & Electric Co,WI,19778785,-39,4282953,5551726,245809,4032160,6192441,26105906,0,25539541,1095117
2004,Madison Gas & Electric Co,WI,16195343,-5045,4960128,5885966,387740,3289412,5285206,27940288,0,27384865,756337
2003,Madison Gas & Electric Co,WI,16951176,12973,5217709,5711807,314816,3615428,5407076,27073951,0,26599956,868867
2002,Madison Gas & Electric Co,WI,10293227,56160,3127464,4904216,311500,4297915,4978019,22105207,0,21670430,1046508
2001,Madison Gas & Electric Co,WI,9748211,26398,3817181,5596352,148052,4454072,5129891,17144177,0,16727356,619196
2000,Madison Gas & Electric Co,WI,3186742,710004,3293309,4569586,125183,5279460,4750491,16432468,0,16144707,555504
1999,Madison Gas & Electric Co,WI,2517807,835853,3085945,4531531,74917,5208828,4418820,16361529,0,16033483,545165
1998,Madison Gas & Electric Co,WI,1329903,623991,2714399,4768211,174549,4921120,4226263,14989808,0,14695905,520518
1997,Madison Gas & Electric Co,WI,1383292,767265,2478277,4016642,128688,4886964,3465510,15248401,0,14935260,465131
1996,Madison Gas & Electric Co,WI,1197782,629238,2423803,4423654,167073,4989834,3297901,14300247,0,13935318,445870
1995,Madison Gas & Electric Co,WI,959728,859262,2381500,4729623,228227,4889258,3725402,15084012,0,14686409,540235
1994,Madison Gas & Electric Co,WI,1134098,901468,2666442,4556299,142661,3623198,3507321,13137423,0,12745419,487071
2019,Maine Electric Power Co Inc,ME,132095,1450194,0,0,0,0,0,330911,0,330911,0
2018,Maine Electric Power Co Inc,ME,1091235,587781,0,0,0,0,0,550451,0,550451,0
2017,Maine Electric Power Co Inc,ME,128936,1273530,0,0,0,0,0,342398,0,342398,0
2016,Maine Electric Power Co Inc,ME,407464,524659,0,0,0,0,-31,328732,0,328732,0
2015,Maine Electric Power Co Inc,ME,347968,700717,0,0,0,0,31,241026,0,241026,6266
2014,Maine Electric Power Co Inc,ME,388663,953020,0,0,0,0,0,167448,0,167448,17961
2013,Maine Electric Power Co Inc,ME,514840,1097153,0,0,0,0,0,98818,0,98818,6278
2012,Maine Electric Power Co Inc,ME,390548,341531,0,0,0,0,0,94056,0,94056,14489
2011,Maine Electric Power Co Inc,ME,458806,527908,0,0,0,0,0,173204,0,173204,17389
2010,Maine Electric Power Co Inc,ME,421211,414469,0,0,0,0,0,319611,0,319611,12208
2009,Maine Electric Power Co Inc,ME,450143,522708,0,0,0,0,0,216495,0,216495,21610
2008,Maine Electric Power Co Inc,ME,442906,476950,0,0,0,0,0,268493,0,268493,26063
2007,Maine Electric Power Co Inc,ME,574692,404309,0,0,0,0,0,164389,0,164389,22373
2006,Maine Electric Power Co Inc,ME,898559,81522,0,0,0,0,0,109017,0,109017,23002
2005,Maine Electric Power Co Inc,ME,1126921,7583,0,0,0,0,0,109054,0,109054,10067
2004,Maine Electric Power Co Inc,ME,973147,84490,0,0,0,0,0,68355,0,68355,0
2003,Maine Electric Power Co Inc,ME,571871,452099,0,0,0,0,0,91882,0,85970,0
2002,Maine Electric Power Co Inc,ME,621962,774834,0,0,0,0,0,210974,0,204300,-284
2001,Maine Electric Power Co Inc,ME,626495,509820,0,0,0,0,348521,268745,0,257233,0
2000,Maine Electric Power Co Inc,ME,647749,472472,0,0,0,0,226888,246034,0,223182,0
1999,Maine Electric Power Co Inc,ME,830508,234134,0,0,0,0,0,340410,0,293628,0
1998,Maine Electric Power Co Inc,ME,837681,234799,0,0,0,0,0,367597,0,356178,0
1997,Maine Electric Power Co Inc,ME,584170,243298,0,0,0,0,0,354286,0,351395,0
1996,Maine Electric Power Co Inc,ME,529359,485031,0,0,0,0,0,237854,0,224884,0
1995,Maine Electric Power Co Inc,ME,443124,427805,0,0,0,0,0,330827,0,316231,0
1994,Maine Electric Power Co Inc,ME,402013,188501,0,0,0,0,0,264322,0,232372,0
2019,Maine Yankee Atomic Power Co,ME,0,0,0,0,0,0,0,110740,0,110740,61256
2018,Maine Yankee Atomic Power Co,ME,0,0,0,0,0,0,0,61337,0,61337,109623
2017,Maine Yankee Atomic Power Co,ME,0,0,0,0,0,0,0,101710,0,101710,31402
2016,Maine Yankee Atomic Power Co,ME,0,0,0,0,0,0,0,339044,0,339044,0
2015,Maine Yankee Atomic Power Co,ME,0,0,0,0,0,0,0,59324,0,59324,0
2014,Maine Yankee Atomic Power Co,ME,0,0,0,0,0,0,0,130412,0,130412,0
2013,Maine Yankee Atomic Power Co,ME,0,0,0,0,0,0,0,102392,0,102392,0
2012,Maine Yankee Atomic Power Co,ME,0,0,0,0,0,0,0,91768,0,91768,0
2011,Maine Yankee Atomic Power Co,ME,0,0,0,0,0,0,0,-360055,0,-360055,0
2010,Maine Yankee Atomic Power Co,ME,0,0,0,0,0,0,0,71631,0,71631,0
2009,Maine Yankee Atomic Power Co,ME,0,0,0,0,0,0,0,71648,0,71648,0
2008,Maine Yankee Atomic Power Co,ME,0,0,0,0,0,0,0,-141211,0,-141211,0
2007,Maine Yankee Atomic Power Co,ME,0,0,0,0,0,0,0,323175,0,323175,0
1997,Maine Yankee Atomic Power Co,ME,0,0,0,0,0,0,0,51628780,0,51628780,154315
1996,Maine Yankee Atomic Power Co,ME,0,0,0,0,0,0,0,36079482,0,36079482,215802
1995,Maine Yankee Atomic Power Co,ME,0,0,0,0,0,0,0,26249931,0,26249931,256246
1994,Maine Yankee Atomic Power Co,ME,0,0,0,0,0,0,0,39177201,0,39177201,339786
2019,Massachusetts Electric Co,MA,461600979,1634891,96238398,64523268,659248,288453131,91157706,259643655,341703,258731245,4497098
2018,Massachusetts Electric Co,MA,483379577,2543181,101081529,56060644,814893,266952372,81546468,274509820,288010,273477761,3998999
2017,Massachusetts Electric Co,MA,476610180,2211474,83745485,75138835,2195723,263936127,77302005,289485495,229868,288529047,4964345
2016,Massachusetts Electric Co,MA,446289231,911382,97763871,69379861,2222468,256142160,87110856,294710361,130985,293575275,12091692
2015,Massachusetts Electric Co,MA,437978460,2511307,82180899,70278109,1473465,275385275,100306882,273312913,90527,272050109,9648781
2014,Massachusetts Electric Co,MA,422434604,2414349,70771794,83417532,1922351,236180239,75177694,266931938,27573,265395723,9160888
2013,Massachusetts Electric Co,MA,390480647,2154614,114834905,67371700,2872758,199119218,61951797,228949599,0,226776956,8041113
2012,Massachusetts Electric Co,MA,347085421,1632487,64472011,69446585,1276429,161726855,61483352,228528828,0,227260357,13780919
2011,Massachusetts Electric Co,MA,332397951,826688,49310604,82002224,694736,121788529,61316999,189390763,0,187932889,8152147
2010,Massachusetts Electric Co,MA,311078027,1046935,58918207,83612129,70614,108638000,66497404,169627487,0,168816726,8099067
2009,Massachusetts Electric Co,MA,293253078,1781755,51733925,90421739,9243,85545659,86472360,164204489,0,163104702,6948539
2008,Massachusetts Electric Co,MA,265376173,1050672,61555890,78757259,391,62831508,78283918,135873324,0,135164564,8463200
2007,Massachusetts Electric Co,MA,158850302,650919,54774226,66648967,674,58918388,72755858,130092290,0,129269449,9722398
2006,Massachusetts Electric Co,MA,237086917,779117,65794497,66156128,426,56294860,59823640,126797107,0,125387528,7654864
2005,Massachusetts Electric Co,MA,159992803,907687,43422586,60165089,542,54994617,46089987,121405761,0,120038199,6515869
2004,Massachusetts Electric Co,MA,140824244,575587,38278036,56479788,6734,56323534,40353074,119498237,0,117384296,7195849
2003,Massachusetts Electric Co,MA,133657823,693559,46384411,52473331,235366,57387870,48300757,184541400,0,182013271,10173808
2002,Massachusetts Electric Co,MA,139217085,558862,43877127,54137056,173332,52338198,53068216,97920796,0,95429409,8681651
2001,Massachusetts Electric Co,MA,125045313,719626,37607453,56152528,1585547,66324004,52362849,95255544,0,92783909,7559234
2000,Massachusetts Electric Co,MA,119887450,417853,38964367,48921959,856406,57868311,48206938,93957951,0,91024092,4463332
1999,Massachusetts Electric Co,MA,106380383,129366,32389804,37783784,0,48311775,38736499,95043383,0,92964875,5654276
1998,Massachusetts Electric Co,MA,78073111,208599,32162301,39357490,0,50735247,43591984,81877818,0,80726739,3598011
1997,Massachusetts Electric Co,MA,1513482,340374,35181069,37529471,913,58872022,46087899,74522378,0,73138215,5459504
1996,Massachusetts Electric Co,MA,505685,136816,29723668,35546406,38283,56642799,46152293,73982051,0,72740741,3666971
1995,Massachusetts Electric Co,MA,192872,226050,27977760,32433055,0,62415938,41761661,71089674,0,69767998,2916168
1994,Massachusetts Electric Co,MA,865108,420379,33209820,40075421,0,68205788,40809272,67619422,0,65747445,3109968
2008,Maui Electric Co Ltd,HI,787053,1153886,3333915,3728061,0,5323956,3835185,12812715,0,12623143,1264825
2007,Maui Electric Co Ltd,HI,554880,1522262,3484655,2780920,0,4397075,3061414,12259196,0,12068207,1167428
2006,Maui Electric Co Ltd,HI,462047,1399584,2584932,2649945,0,3694718,2775826,10579925,0,10368827,652275
2005,Maui Electric Co Ltd,HI,530228,1126601,2696821,2539859,0,3070126,2723773,10403832,0,10199568,768913
2004,Maui Electric Co Ltd,HI,655754,1240089,2767720,2256139,0,3599552,2408248,8619011,0,8394388,724146
2003,Maui Electric Co Ltd,HI,510631,1085147,2432172,2222573,21316,3371592,2372256,9524836,0,9282121,705273
2002,Maui Electric Co Ltd,HI,690925,516008,2414211,2095669,32572,5784465,2286498,6731039,0,6537181,1409203
2001,Maui Electric Co Ltd,HI,429347,596875,2604317,2043661,45496,5645284,2463812,6614578,0,6457039,1361246
2000,Maui Electric Co Ltd,HI,572835,610026,2859931,1826190,56677,3229292,2451202,5135155,0,4994975,713011
1999,Maui Electric Co Ltd,HI,422122,480070,2339939,1553727,54305,2085214,2641632,7663422,0,7535659,1019974
1998,Maui Electric Co Ltd,HI,759743,394837,1483541,2276017,99291,2567310,2107490,7972026,0,7923141,675732
1997,Maui Electric Co Ltd,HI,716651,202660,1625778,2394449,94778,3140221,2180669,10119509,0,10074657,1220298
1996,Maui Electric Co Ltd,HI,744549,411854,1443695,2548033,113282,988922,2129026,9541688,0,9505801,516985
1995,Maui Electric Co Ltd,HI,651632,360241,1460545,2228116,89500,673444,2038397,8959704,0,8885550,793124
1994,Maui Electric Co Ltd,HI,572933,363247,1543536,2120834,94267,204392,1816123,8958419,0,8889820,1873583
2004,McDonough Power Coop,IL,3535,0,0,699034,0,47821,208725,798433,0,798433,0
2003,McDonough Power Coop,IL,17,0,0,631148,0,58214,211012,708818,0,708818,0
2002,McDonough Power Coop,IL,1245,0,0,669521,8611,41117,180452,742096,0,742096,0
2001,McDonough Power Coop,IL,11249,0,0,626372,3738,37978,159094,660445,0,660445,0
2000,McDonough Power Coop,IL,9289,0,0,583626,3140,36336,152853,578752,0,578752,0
1999,McDonough Power Coop,IL,12511,0,0,514493,0,43378,154597,531598,0,531598,0
2019,MDU Resources Group Inc,ND,32346916,2512010,6405640,10092682,122672,300387,4020132,29823148,515325,29292319,2607091
2018,MDU Resources Group Inc,ND,31664098,2082905,6714140,9585094,101144,219401,4682282,27375866,544865,26830930,2181229
2017,MDU Resources Group Inc,ND,33874177,2985461,6123368,9231660,111202,244705,4558100,26685593,463367,26086312,2119873
2016,MDU Resources Group Inc,ND,32166454,1850852,6475461,9143461,106519,255517,4897460,24873232,433705,24270737,1672344
2015,MDU Resources Group Inc,ND,11581686,1887422,6378994,9367678,154353,253014,4146987,21965677,386315,21364718,1634162
2014,MDU Resources Group Inc,ND,11564058,2404032,5947018,9492804,166232,261171,4110895,20256009,393794,19632100,1353564
2013,MDU Resources Group Inc,ND,7538959,3189701,6358998,9222113,139376,255046,3900460,20292934,508974,19616528,1184621
2012,MDU Resources Group Inc,ND,6652563,1485098,5442595,7716729,187555,208002,3412582,19146309,453027,18573513,1376701
2011,MDU Resources Group Inc,ND,6232628,2435300,4897388,6811308,216637,405839,3622667,19197165,482629,18668599,936436
2010,MDU Resources Group Inc,ND,5686381,3356838,4309149,6328762,137723,370057,3387264,16553591,507360,16037778,1095636
2009,MDU Resources Group Inc,ND,6660903,1065435,3659633,6886621,273396,333509,3699548,16678634,508143,16195039,768552
2008,MDU Resources Group Inc,ND,5950119,1409517,4292954,6999619,314249,226457,3840312,19150041,427605,18649753,652174
2007,MDU Resources Group Inc,ND,5640016,1462914,4172370,7143336,299088,160090,4038101,17763258,391143,17165805,918344
2006,MDU Resources Group Inc,ND,5906148,1549128,4105295,6701565,351103,159466,3900716,17937333,438303,17345896,785582
2005,MDU Resources Group Inc,ND,5252480,1455711,4352356,6210260,321311,168050,3952494,19407736,0,18867362,936000
2004,MDU Resources Group Inc,ND,5300116,1409999,3830160,5916133,380752,156791,4055110,20768045,0,20210975,1093353
2003,MDU Resources Group Inc,ND,4878509,1660398,3374984,5369244,385443,126390,3774620,16914359,0,16371446,972816
2002,MDU Resources Group Inc,ND,4747738,1532175,3138409,4975580,484815,128453,3576619,13939309,0,13169501,660359
2001,MDU Resources Group Inc,ND,4251726,1491016,3452922,5112978,450612,161175,3870631,13888885,0,13116532,473938
2000,MDU Resources Group Inc,ND,3921118,1330981,3260672,4766961,442461,158607,3666028,12354751,0,11662028,576161
1999,MDU Resources Group Inc,ND,3720032,1479868,3172290,4520424,432841,142289,3677942,12845536,0,12192040,638656
1998,MDU Resources Group Inc,ND,3554927,1530002,2897139,4178079,345751,129736,3417661,13292825,0,12665561,638864
1997,MDU Resources Group Inc,ND,3290410,1499568,2743993,3965174,397481,120905,3399201,13288270,0,12682625,693917
1996,MDU Resources Group Inc,ND,3919736,997999,2740827,4081815,561648,115665,3596888,14773624,0,14173034,747849
1995,MDU Resources Group Inc,ND,3382563,943109,2861522,3940460,744430,119295,3625230,14148008,0,13464287,742516
1994,MDU Resources Group Inc,ND,3004576,1224925,2565895,3616799,942544,100088,3752808,13494673,0,12843549,750783
1995,Medina Electric Coop Inc,TX,0,0,0,0,0,0,0,962797,0,962797,0
1994,Medina Electric Coop Inc,TX,0,0,0,0,0,0,0,506130,0,506130,0
2019,Metropolitan Edison Co,PA,8877488,1133136,63027355,9926273,17115,35924306,21451355,67543851,-4,65812644,1093771
2018,Metropolitan Edison Co,PA,-19686773,1104034,101604547,11526988,100594,37131072,23510951,38854978,0,36935926,14076297
2017,Metropolitan Edison Co,PA,13804851,1248423,41129266,10312529,123141,33996681,25130027,48959474,0,47152549,1082540
2016,Metropolitan Edison Co,PA,14908187,8477007,37466792,7996708,73787,33168376,27391265,58328955,149,56394619,2293887
2015,Metropolitan Edison Co,PA,15947705,7488670,31080341,8584324,39086,34511588,30404974,49373402,20983,47468280,1559474
2014,Metropolitan Edison Co,PA,16909770,7357048,42524441,8908702,29253,35919384,25744646,75295418,36654,74107042,925849
2013,Metropolitan Edison Co,PA,9757824,9016256,28866896,7789997,13865,41900205,24964951,1356783,49247,-346805,764806
2012,Metropolitan Edison Co,PA,6032860,8628043,41240478,8072708,14166,51151674,24387649,60610819,66207,59272328,6020277
2011,Metropolitan Edison Co,PA,6250421,4679068,39596859,8887855,25085,51285326,23121474,65729120,63464,63156574,702418
2010,Metropolitan Edison Co,PA,265960670,4426026,27514066,10097945,11337,35160098,22459796,42033198,918607,40473992,111667
2009,Metropolitan Edison Co,PA,150573750,4506599,24164476,9209173,11380,26278380,23405368,33798066,883628,32570146,469303
2008,Metropolitan Edison Co,PA,316262167,5955213,31189799,13189186,28205,22330002,25609827,9878859,966614,8099715,1510102
2007,Metropolitan Edison Co,PA,291347778,7214099,37835885,12500009,21696,15011225,25940518,19869155,1605147,18372274,1600715
2006,Metropolitan Edison Co,PA,190345565,5346849,30436298,10727354,17407,10690786,22090754,19822386,1755749,18929922,995109
2005,Metropolitan Edison Co,PA,138109872,4506667,26580585,10280262,1,10101399,23326466,23767783,0,22038434,-664093
2004,Metropolitan Edison Co,PA,78604782,6753871,28313428,12932049,0,11423724,15274105,26958872,0,25929319,-124794
2003,Metropolitan Edison Co,PA,1454945,5184479,35035143,13531757,6,8299203,26615543,51533651,0,50450100,2374898
2002,Metropolitan Edison Co,PA,1196642,3870877,20915259,15868156,0,12780713,17562296,35847076,0,35642173,-174077
2001,Metropolitan Edison Co,PA,1294323,3277475,19960156,19502096,0,10946617,28508535,45893872,0,45607954,275110
2000,Metropolitan Edison Co,PA,1218160,3852453,17905154,17878436,0,8678666,36819783,-1048688,0,-1330039,1159944
1999,Metropolitan Edison Co,PA,2500186,2833699,20305588,19846866,0,6168575,26709877,69756656,0,69422337,-45066
1998,Metropolitan Edison Co,PA,3161566,4230073,16973443,20445439,584129,2366182,23654752,84164934,0,83027927,-2021236
1997,Metropolitan Edison Co,PA,3116319,1955554,14773116,17837561,1249079,4076295,25312335,72209040,0,69918311,2116482
1996,Metropolitan Edison Co,PA,6901401,2032260,18564787,14549564,742801,6288641,24776012,90672004,0,88430351,1096095
1995,Metropolitan Edison Co,PA,5778544,2062363,15393212,14417106,42963,6085280,20393300,64527151,0,62090537,2675772
1994,Metropolitan Edison Co,PA,3331922,2343380,20099772,17423015,0,5851515,22467100,95526928,0,92823647,3710763
2019,Michigan Electric Transmission Co,MI,19489433,27744640,0,0,0,0,0,36533256,0,35846654,665787
2018,Michigan Electric Transmission Co,MI,19266615,26535426,0,0,0,0,0,34332359,0,33652044,736791
2017,Michigan Electric Transmission Co,MI,19576919,28243289,0,0,0,0,0,33384014,0,32686750,790786
2016,Michigan Electric Transmission Co,MI,19930886,27315587,0,0,0,0,0,33668301,0,33044865,790688
2015,Michigan Electric Transmission Co,MI,19351791,29846120,0,0,0,0,0,35276408,0,34814412,912521
2014,Michigan Electric Transmission Co,MI,19513161,28934110,0,0,0,0,0,33617617,0,33037563,1194561
2013,Michigan Electric Transmission Co,MI,19772155,29588164,0,0,0,0,0,31087587,0,30394818,840002
2012,Michigan Electric Transmission Co,MI,21545691,32847438,0,0,0,0,0,27591260,0,26956922,866077
2011,Michigan Electric Transmission Co,MI,22425006,35986089,0,0,0,0,0,25492042,0,25073538,954987
2010,Michigan Electric Transmission Co,MI,19913495,38529571,0,0,0,0,0,23068165,0,22862724,934317
2009,Michigan Electric Transmission Co,MI,19756824,27658657,0,0,0,0,0,21661258,0,21524340,898387
2008,Michigan Electric Transmission Co,MI,23093526,33400746,0,0,0,0,0,24145657,0,23953454,1189171
2007,Michigan Electric Transmission Co,MI,23720831,22997710,0,0,0,0,0,19321884,0,19101991,1073194
2005,Michigan Electric Transmission Co,MI,22167249,13561982,0,0,0,0,732263,9032869,0,9032869,0
2004,Michigan Electric Transmission Co,MI,23119064,12865391,0,0,0,0,941672,7139214,0,7139214,0
2002,Michigan Electric Transmission Co,MI,17501513,7222208,0,0,0,0,0,5526771,0,5526771,0
2001,Michigan Electric Transmission Co,MI,26795803,9448079,0,0,0,0,0,1163537,0,1163537,0
2019,Mid Atlantic Interstate Transmission LLC,OH,18006653,50062410,0,0,0,0,5078,14855028,0,12953935,580594
2018,Mid Atlantic Interstate Transmission LLC,OH,16255931,35960505,0,0,0,0,5698,4294689,0,2485417,557548
2017,Mid Atlantic Interstate Transmission LLC,OH,16968852,21923951,0,0,0,0,4900,2604533,0,1256430,324551
2019,MidAmerican Central California Transco LLC,IA,494400,0,0,0,0,0,0,132499,0,132499,0
2019,MidAmerican Energy Co,IA,77703896,4803705,46369088,38929128,4204180,66726529,31707486,59553547,6126589,58162873,4841381
2018,MidAmerican Energy Co,IA,70939482,4251419,45155607,35587754,4049194,115528630,29699036,49556034,6385011,48490695,5913467
2017,MidAmerican Energy Co,IA,68043322,9352816,52920491,35722061,3768693,107483397,27940401,59529760,5202792,58300915,5885706
2016,MidAmerican Energy Co,IA,62396555,4783159,45383960,33951893,3657824,85275641,27496191,63771218,4932417,62733511,5568591
