Year,Utility Name,State,Total Retail Sales MWh,Total Electricity Customers
1997,Rochester Gas & Electric Corp,NY,6805386,342951
1996,Rochester Gas & Electric Corp,NY,6726375,341333
1995,Rochester Gas & Electric Corp,NY,6705817,339982
1994,Rochester Gas & Electric Corp,NY,6520286,0
2019,Rockland Electric Co,NY,1549151,73840
2018,Rockland Electric Co,NY,1574884,73526
2017,Rockland Electric Co,NY,1538962,73345
2016,Rockland Electric Co,NY,1601861,73116
2015,Rockland Electric Co,NY,1631351,72871
2014,Rockland Electric Co,NY,1610904,72769
2013,Rockland Electric Co,NY,1642857,0
2012,Rockland Electric Co,NY,1639807,72546
2011,Rockland Electric Co,NY,1665452,72473
2010,Rockland Electric Co,NY,1678669,72437
2009,Rockland Electric Co,NY,1587447,72358
2008,Rockland Electric Co,NY,1676035,72310
2007,Rockland Electric Co,NY,1703952,72274
2006,Rockland Electric Co,NY,1664601,71726
2005,Rockland Electric Co,NY,1738407,71533
2004,Rockland Electric Co,NY,1584804,71382
2003,Rockland Electric Co,NY,1563289,71043
2002,Rockland Electric Co,NY,1542342,70407
2001,Rockland Electric Co,NY,1464234,69688
2000,Rockland Electric Co,NY,1416409,69081
1999,Rockland Electric Co,NY,1432604,68504
1998,Rockland Electric Co,NY,1384087,67797
1997,Rockland Electric Co,NY,1329341,66813
1996,Rockland Electric Co,NY,1312062,66031
1995,Rockland Electric Co,NY,1284764,65176
1994,Rockland Electric Co,NY,1254361,64180
2013,Safe Harbor Water Power Corp,PA,0,2
2012,Safe Harbor Water Power Corp,PA,0,2
2011,Safe Harbor Water Power Corp,PA,0,2
2010,Safe Harbor Water Power Corp,PA,0,2
2009,Safe Harbor Water Power Corp,PA,0,2
2008,Safe Harbor Water Power Corp,PA,0,2
2007,Safe Harbor Water Power Corp,PA,0,2
2006,Safe Harbor Water Power Corp,PA,0,2
2005,Safe Harbor Water Power Corp,PA,0,2
2004,Safe Harbor Water Power Corp,PA,0,2
2003,Safe Harbor Water Power Corp,PA,0,2
2002,Safe Harbor Water Power Corp,PA,0,2
2001,Safe Harbor Water Power Corp,PA,0,2
2000,Safe Harbor Water Power Corp,PA,0,2
1999,Safe Harbor Water Power Corp,PA,0,2
1998,Safe Harbor Water Power Corp,PA,0,2
1997,Safe Harbor Water Power Corp,PA,0,2
1996,Safe Harbor Water Power Corp,PA,0,2
1995,Safe Harbor Water Power Corp,PA,0,2
1994,Safe Harbor Water Power Corp,PA,0,2
2004,Salmon River Electric Coop Inc,ID,223895,2539
2003,Salmon River Electric Coop Inc,ID,187508641,2523
2019,San Diego Gas & Electric Co,CA,14405807,1452137
2018,San Diego Gas & Electric Co,CA,15139011,1444266
2017,San Diego Gas & Electric Co,CA,15623083,1434024
2016,San Diego Gas & Electric Co,CA,15653039,1425132
2015,San Diego Gas & Electric Co,CA,16267013,1416661
2014,San Diego Gas & Electric Co,CA,16450189,1407605
2013,San Diego Gas & Electric Co,CA,15861357,1399746
2012,San Diego Gas & Electric Co,CA,15054911,1392425
2011,San Diego Gas & Electric Co,CA,14392963,1385785
2010,San Diego Gas & Electric Co,CA,11401558,1378469
2009,San Diego Gas & Electric Co,CA,11905446,1370621
2008,San Diego Gas & Electric Co,CA,12320225,1362847
2007,San Diego Gas & Electric Co,CA,10087221,1355136
2006,San Diego Gas & Electric Co,CA,9508293,1340912
2005,San Diego Gas & Electric Co,CA,8160476,1321625
2004,San Diego Gas & Electric Co,CA,8229611,1299592
2003,San Diego Gas & Electric Co,CA,10048511,1279265
2002,San Diego Gas & Electric Co,CA,7188247,1255270
2001,San Diego Gas & Electric Co,CA,9175506,1228954
2000,San Diego Gas & Electric Co,CA,15115558,1193117
1999,San Diego Gas & Electric Co,CA,14718306,1184852
1998,San Diego Gas & Electric Co,CA,16285296,1189555
1997,San Diego Gas & Electric Co,CA,16747489,1168451
1996,San Diego Gas & Electric Co,CA,16045262,1157484
1995,San Diego Gas & Electric Co,CA,15522920,1144414
1994,San Diego Gas & Electric Co,CA,15380381,1133779
2006,Savannah Electric & Power Co,GA,2111749,148753
2005,Savannah Electric & Power Co,GA,4430044,145544
2004,Savannah Electric & Power Co,GA,4422302,141579
2003,Savannah Electric & Power Co,GA,4186501,138478
2002,Savannah Electric & Power Co,GA,4203626,135852
2001,Savannah Electric & Power Co,GA,3968733,133009
2000,Savannah Electric & Power Co,GA,3976511,130595
1999,Savannah Electric & Power Co,GA,3712902,127844
1998,Savannah Electric & Power Co,GA,3807283,125001
1997,Savannah Electric & Power Co,GA,3590166,123252
1996,Savannah Electric & Power Co,GA,3562837,120448
1995,Savannah Electric & Power Co,GA,3514916,118281
1994,Savannah Electric & Power Co,GA,3263089,116289
2018,Sharyland Utilities LP,TX,0,0
2017,Sharyland Utilities LP,TX,2632729,46856
2016,Sharyland Utilities LP,TX,2600645,52516
2015,Sharyland Utilities LP,TX,2411272,52594
2014,Sharyland Utilities LP,TX,1233664,51462
2013,Sharyland Utilities LP,TX,1824640,47561
2012,Sharyland Utilities LP,TX,1488009,44903
2011,Sharyland Utilities LP,TX,0,0
2010,Sharyland Utilities LP,TX,531284,44795
2009,Sharyland Utilities LP,TX,0,0
2008,Sharyland Utilities LP,TX,0,0
2007,Sharyland Utilities LP,TX,0,0
2005,Sharyland Utilities LP,TX,0,0
2004,Sharyland Utilities LP,TX,0,0
2002,Sharyland Utilities LP,TX,583,550
2001,Sharyland Utilities LP,TX,14703,293
2000,Sharyland Utilities LP,TX,3424,109
2019,Sierra Pacific Power Co,NV,9195752,352400
2018,Sierra Pacific Power Co,NV,8884329,347208
2017,Sierra Pacific Power Co,NV,8637624,342120
2016,Sierra Pacific Power Co,NV,8338498,338165
2015,Sierra Pacific Power Co,NV,8246176,334293
2014,Sierra Pacific Power Co,NV,8097075,330728
2013,Sierra Pacific Power Co,NV,8151543,327340
2012,Sierra Pacific Power Co,NV,7937360,324480
2011,Sierra Pacific Power Co,NV,7664012,322513
2010,Sierra Pacific Power Co,NV,8097208,367226
2009,Sierra Pacific Power Co,NV,8178908,366506
2008,Sierra Pacific Power Co,NV,8576315,366045
2007,Sierra Pacific Power Co,NV,8789074,363454
2006,Sierra Pacific Power Co,NV,8726238,356955
2005,Sierra Pacific Power Co,NV,9249188,347254
2004,Sierra Pacific Power Co,NV,9158159,336743
2003,Sierra Pacific Power Co,NV,8915338,327186
2002,Sierra Pacific Power Co,NV,8703901,320333
2001,Sierra Pacific Power Co,NV,8741134,313394
2000,Sierra Pacific Power Co,NV,8820665,304542
1999,Sierra Pacific Power Co,NV,8432466,298520
1998,Sierra Pacific Power Co,NV,8226116,290500
1997,Sierra Pacific Power Co,NV,7755792,282701
1996,Sierra Pacific Power Co,NV,7173077,274220
1995,Sierra Pacific Power Co,NV,6792330,266725
1994,Sierra Pacific Power Co,NV,6578695,259490
2004,Smarr EMC,GA,0,0
2003,Smarr EMC,GA,0,0
2002,Smarr EMC,GA,0,0
2001,Smarr EMC,GA,0,37
2000,Smarr EMC,GA,0,37
1999,Smarr EMC,GA,0,36
2019,Smoky Mountain Transmission LLC,MA,0,0
2018,Smoky Mountain Transmission LLC,MA,0,0
2017,Smoky Mountain Transmission LLC,MA,0,0
2016,Smoky Mountain Transmission LLC,MA,0,0
2015,Smoky Mountain Transmission LLC,MA,0,0
2014,Smoky Mountain Transmission LLC,MA,0,0
2013,Smoky Mountain Transmission LLC,MA,0,0
2012,Somerset Rural Electric Coop Inc,PA,186716,13385
2010,Somerset Rural Electric Coop Inc,PA,177508,13362
2009,Somerset Rural Electric Coop Inc,PA,169542,13346
2008,Somerset Rural Electric Coop Inc,PA,168145,13288
2007,Somerset Rural Electric Coop Inc,PA,162549,13155
2003,Somerset Rural Electric Coop Inc,PA,164085,12577
2002,Somerset Rural Electric Coop Inc,PA,166606,12443
2007,South Beloit Water Gas & Electric Co,WI,21990,9750
2006,South Beloit Water Gas & Electric Co,WI,222399,9549
2005,South Beloit Water Gas & Electric Co,WI,224666,9274
2004,South Beloit Water Gas & Electric Co,WI,202439,8952
2003,South Beloit Water Gas & Electric Co,WI,203743,8643
2002,South Beloit Water Gas & Electric Co,WI,203794,8297
2001,South Beloit Water Gas & Electric Co,WI,198079,8087
2000,South Beloit Water Gas & Electric Co,WI,208610,7891
1999,South Beloit Water Gas & Electric Co,WI,210734,7650
1998,South Beloit Water Gas & Electric Co,WI,213736,7433
1997,South Beloit Water Gas & Electric Co,WI,209476,7256
1996,South Beloit Water Gas & Electric Co,WI,202129,7076
1995,South Beloit Water Gas & Electric Co,WI,200831,6945
1994,South Beloit Water Gas & Electric Co,WI,187627,6726
2019,South Carolina Generating Co Inc,SC,0,1
2018,South Carolina Generating Co Inc,SC,0,1
2017,South Carolina Generating Co Inc,SC,0,1
2016,South Carolina Generating Co Inc,SC,0,1
2015,South Carolina Generating Co Inc,SC,0,1
2014,South Carolina Generating Co Inc,SC,0,1
2013,South Carolina Generating Co Inc,SC,0,1
2012,South Carolina Generating Co Inc,SC,0,0
2011,South Carolina Generating Co Inc,SC,0,1
2010,South Carolina Generating Co Inc,SC,0,1
2009,South Carolina Generating Co Inc,SC,0,1
2008,South Carolina Generating Co Inc,SC,0,1
2007,South Carolina Generating Co Inc,SC,0,1
2006,South Carolina Generating Co Inc,SC,0,1
2005,South Carolina Generating Co Inc,SC,0,1
2004,South Carolina Generating Co Inc,SC,0,1
2003,South Carolina Generating Co Inc,SC,0,1
2002,South Carolina Generating Co Inc,SC,0,1
2001,South Carolina Generating Co Inc,SC,0,1
2000,South Carolina Generating Co Inc,SC,0,1
1999,South Carolina Generating Co Inc,SC,0,1
1998,South Carolina Generating Co Inc,SC,0,1
1997,South Carolina Generating Co Inc,SC,0,1
1996,South Carolina Generating Co Inc,SC,0,1
1995,South Carolina Generating Co Inc,SC,0,1
1994,South Carolina Generating Co Inc,SC,0,1
2008,Southeast Chicago Energy Project LLC,IL,0,1
2007,Southeast Chicago Energy Project LLC,IL,0,1
2006,Southeast Chicago Energy Project LLC,IL,0,1
2019,Southern California Edison Co,CA,83611658,5139343
2018,Southern California Edison Co,CA,86851586,5111887
2017,Southern California Edison Co,CA,84311171,5071781
2016,Southern California Edison Co,CA,84183183,5049202
2015,Southern California Edison Co,CA,86463471,5019913
2014,Southern California Edison Co,CA,87678261,4993469
2013,Southern California Edison Co,CA,85658095,4965259
2012,Southern California Edison Co,CA,86480011,4941129
2011,Southern California Edison Co,CA,84267390,4921250
2010,Southern California Edison Co,CA,83547420,4900352
2009,Southern California Edison Co,CA,85848831,4874890
2008,Southern California Edison Co,CA,89808764,4860669
2007,Southern California Edison Co,CA,88805391,4836804
2006,Southern California Edison Co,CA,88728720,4782018
2005,Southern California Edison Co,CA,85957695,4705421
2004,Southern California Edison Co,CA,84493970,4634686
2003,Southern California Edison Co,CA,82187501,4568523
2002,Southern California Edison Co,CA,79661279,4506102
2001,Southern California Edison Co,CA,78453624,4448033
2000,Southern California Edison Co,CA,83435111,4324756
1999,Southern California Edison Co,CA,78206526,4270927
1998,Southern California Edison Co,CA,76257869,4284029
1997,Southern California Edison Co,CA,76056556,4234673
1996,Southern California Edison Co,CA,73784991,4201658
1995,Southern California Edison Co,CA,71481575,4165541
1994,Southern California Edison Co,CA,71662757,4135486
2019,Southern Electric Generating Co,AL,0,2
2018,Southern Electric Generating Co,AL,0,0
2017,Southern Electric Generating Co,AL,0,0
2016,Southern Electric Generating Co,AL,0,0
2015,Southern Electric Generating Co,AL,0,0
2014,Southern Electric Generating Co,AL,0,0
2013,Southern Electric Generating Co,AL,0,0
2012,Southern Electric Generating Co,AL,0,0
2011,Southern Electric Generating Co,AL,0,0
2010,Southern Electric Generating Co,AL,0,0
2009,Southern Electric Generating Co,AL,0,0
2008,Southern Electric Generating Co,AL,0,0
2007,Southern Electric Generating Co,AL,0,0
2006,Southern Electric Generating Co,AL,0,0
2005,Southern Electric Generating Co,AL,0,0
2004,Southern Electric Generating Co,AL,0,0
2003,Southern Electric Generating Co,AL,0,0
2002,Southern Electric Generating Co,AL,0,0
2001,Southern Electric Generating Co,AL,0,0
2000,Southern Electric Generating Co,AL,0,0
1999,Southern Electric Generating Co,AL,0,2
1998,Southern Electric Generating Co,AL,0,2
1997,Southern Electric Generating Co,AL,0,2
1996,Southern Electric Generating Co,AL,0,2
1995,Southern Electric Generating Co,AL,0,2
1994,Southern Electric Generating Co,AL,0,2
2019,Southern Indiana Gas & Electric Co,IN,4703924,147287
2018,Southern Indiana Gas & Electric Co,IN,4958022,146305
2017,Southern Indiana Gas & Electric Co,IN,4757567,145277
2016,Southern Indiana Gas & Electric Co,IN,5474206,148429
2015,Southern Indiana Gas & Electric Co,IN,5458157,147771
2014,Southern Indiana Gas & Electric Co,IN,5589459,147171
2013,Southern Indiana Gas & Electric Co,IN,5479109,146713
2012,Southern Indiana Gas & Electric Co,IN,5464752,146320
2011,Southern Indiana Gas & Electric Co,IN,5594840,146136
2010,Southern Indiana Gas & Electric Co,IN,5616867,146240
2009,Southern Indiana Gas & Electric Co,IN,5039673,145945
2008,Southern Indiana Gas & Electric Co,IN,5279137,146340
2007,Southern Indiana Gas & Electric Co,IN,5550704,146477
2006,Southern Indiana Gas & Electric Co,IN,5380193,145731
2005,Southern Indiana Gas & Electric Co,IN,5528678,144637
2004,Southern Indiana Gas & Electric Co,IN,5560235,135453
2003,Southern Indiana Gas & Electric Co,IN,5297928,134251
2002,Southern Indiana Gas & Electric Co,IN,5569447,133492
2001,Southern Indiana Gas & Electric Co,IN,5240539,132663
2000,Southern Indiana Gas & Electric Co,IN,5228651,129149
1999,Southern Indiana Gas & Electric Co,IN,5110944,125185
1998,Southern Indiana Gas & Electric Co,IN,4845626,123350
1997,Southern Indiana Gas & Electric Co,IN,4531888,122246
1996,Southern Indiana Gas & Electric Co,IN,4587039,121189
1995,Southern Indiana Gas & Electric Co,IN,4410474,119525
1994,Southern Indiana Gas & Electric Co,IN,4331506,118361
2019,Southwest Power Pool Inc,AR,0,0
2018,Southwest Power Pool Inc,AR,0,0
2016,Southwest Power Pool Inc,AR,0,0
2015,Southwest Power Pool Inc,AR,0,0
2014,Southwest Power Pool Inc,AR,0,0
2013,Southwest Power Pool Inc,AR,0,0
2012,Southwest Power Pool Inc,AR,0,0
2011,Southwest Power Pool Inc,AR,0,0
2010,Southwest Power Pool Inc,AR,0,0
2009,Southwest Power Pool Inc,AR,0,0
2008,Southwest Power Pool Inc,AR,0,0
2007,Southwest Power Pool Inc,AR,0,0
2006,Southwest Power Pool Inc,AR,0,0
2005,Southwest Power Pool Inc,AR,0,0
2019,Southwestern Electric Power Co,LA,17496061,538751
2018,Southwestern Electric Power Co,LA,17944844,536255
2017,Southwestern Electric Power Co,LA,17147210,534632
2016,Southwestern Electric Power Co,LA,17367002,532075
2015,Southwestern Electric Power Co,LA,17862612,529818
2014,Southwestern Electric Power Co,LA,18288697,527250
2013,Southwestern Electric Power Co,LA,18134815,525430
2012,Southwestern Electric Power Co,LA,18146517,523292
2011,Southwestern Electric Power Co,LA,18678608,521614
2010,Southwestern Electric Power Co,LA,17813088,486174
2009,Southwestern Electric Power Co,LA,16086255,472392
2008,Southwestern Electric Power Co,LA,17171790,469278
2007,Southwestern Electric Power Co,LA,17287236,464808
2006,Southwestern Electric Power Co,LA,16992647,453518
2005,Southwestern Electric Power Co,LA,17069455,448242
2004,Southwestern Electric Power Co,LA,16320183,442037
2003,Southwestern Electric Power Co,LA,15991390,437165
2002,Southwestern Electric Power Co,LA,15561597,434327
2001,Southwestern Electric Power Co,LA,16667684,429841
2000,Southwestern Electric Power Co,LA,16671851,426519
1999,Southwestern Electric Power Co,LA,16049294,421921
1998,Southwestern Electric Power Co,LA,16486720,419031
1997,Southwestern Electric Power Co,LA,15741950,416010
1996,Southwestern Electric Power Co,LA,15409660,411315
1995,Southwestern Electric Power Co,LA,14881889,406021
1994,Southwestern Electric Power Co,LA,14292407,399179
2019,Southwestern Public Service Co,TX,21027060,394676
2018,Southwestern Public Service Co,TX,20450500,391721
2017,Southwestern Public Service Co,TX,19305301,389818
2016,Southwestern Public Service Co,TX,19258762,389491
2015,Southwestern Public Service Co,TX,19127404,387437
2014,Southwestern Public Service Co,TX,19107571,384894
2013,Southwestern Public Service Co,TX,18767781,382253
2012,Southwestern Public Service Co,TX,18526370,378429
2011,Southwestern Public Service Co,TX,18631101,376196
2010,Southwestern Public Service Co,TX,18575432,393461
2009,Southwestern Public Service Co,TX,18463392,410438
2008,Southwestern Public Service Co,TX,18193871,400064
2007,Southwestern Public Service Co,TX,17242003,391546
2006,Southwestern Public Service Co,TX,17290619,394688
2005,Southwestern Public Service Co,TX,16791428,400076
2004,Southwestern Public Service Co,TX,16347535,399259
2003,Southwestern Public Service Co,TX,16094381,390374
2002,Southwestern Public Service Co,TX,15892774,387569
2001,Southwestern Public Service Co,TX,16164834,389190
2000,Southwestern Public Service Co,TX,15609945,388987
1999,Southwestern Public Service Co,TX,14434954,382693
1998,Southwestern Public Service Co,TX,15217181,381957
1997,Southwestern Public Service Co,TX,14695200,379904
1996,Southwestern Public Service Co,TX,14362063,379173
1995,Southwestern Public Service Co,TX,13867019,369574
1994,Southwestern Public Service Co,TX,13554474,363228
2000,St Joseph Light & Power Co,MO,1772986,63115
1999,St Joseph Light & Power Co,MO,1667937,62515
1998,St Joseph Light & Power Co,MO,1639928,62010
1997,St Joseph Light & Power Co,MO,1577322,61468
1996,St Joseph Light & Power Co,MO,1529465,61078
1995,St Joseph Light & Power Co,MO,1480033,60726
1994,St Joseph Light & Power Co,MO,1425174,60161
2019,Startrans IO LLC,CT,0,0
2018,Startrans IO LLC,CT,0,0
2017,Startrans IO LLC,CT,0,0
2016,Startrans IO LLC,CT,0,0
2015,Startrans IO LLC,CT,0,0
2014,Startrans IO LLC,CT,0,0
2013,Startrans IO LLC,CT,0,0
2012,Startrans IO LLC,CT,0,0
2011,Startrans IO LLC,CT,0,0
2010,Startrans IO LLC,CT,0,0
2009,Startrans IO LLC,CT,0,0
2008,Startrans IO LLC,CT,0,0
2013,SU FERC LLC,TX,0,0
2012,SU FERC LLC,TX,0,0
2011,SU FERC LLC,TX,0,0
2010,SU FERC LLC,TX,0,0
2009,SU FERC LLC,TX,0,0
2008,SU FERC LLC,TX,0,0
2007,SU FERC LLC,TX,0,0
2006,SU FERC LLC,TX,0,0
2005,SU FERC LLC,TX,0,0
2004,SU FERC LLC,TX,0,1
2003,SU FERC LLC,TX,0,1
2002,SU FERC LLC,TX,27288,1472
2001,SU FERC LLC,TX,14854,1465
2000,SU FERC LLC,TX,0,0
1999,SU FERC LLC,TX,0,0
1998,SU FERC LLC,TX,0,0
1997,SU FERC LLC,TX,0,1
1996,SU FERC LLC,TX,0,1
1995,SU FERC LLC,TX,0,1
2004,Sun River Electric Coop Inc,MT,78461,5079
2003,Sun River Electric Coop Inc,MT,79660,5043
2002,Sun River Electric Coop Inc,MT,75277,0
2001,Sun River Electric Coop Inc,MT,73322,4958
2000,Sun River Electric Coop Inc,MT,75628,4940
2019,Superior Water Light & Power Co,WI,784218,14952
2018,Superior Water Light & Power Co,WI,801642,14847
2017,Superior Water Light & Power Co,WI,847824,14782
2016,Superior Water Light & Power Co,WI,820880,14713
2015,Superior Water Light & Power Co,WI,788342,14704
2014,Superior Water Light & Power Co,WI,770427,14671
2013,Superior Water Light & Power Co,WI,687209,14664
2012,Superior Water Light & Power Co,WI,682951,14646
2011,Superior Water Light & Power Co,WI,671418,14648
2010,Superior Water Light & Power Co,WI,668138,14662
2009,Superior Water Light & Power Co,WI,644119,14666
2008,Superior Water Light & Power Co,WI,682373,14601
2007,Superior Water Light & Power Co,WI,652381,14580
2006,Superior Water Light & Power Co,WI,644175,14508
2005,Superior Water Light & Power Co,WI,587288,14458
2004,Superior Water Light & Power Co,WI,583253,14393
2003,Superior Water Light & Power Co,WI,564979,14433
2002,Superior Water Light & Power Co,WI,547157,14339
2001,Superior Water Light & Power Co,WI,546461,14292
2000,Superior Water Light & Power Co,WI,552552,14150
1999,Superior Water Light & Power Co,WI,532335,14104
1998,Superior Water Light & Power Co,WI,552801,14029
1997,Superior Water Light & Power Co,WI,556735,13998
1996,Superior Water Light & Power Co,WI,546572,13948
1995,Superior Water Light & Power Co,WI,557673,13902
1994,Superior Water Light & Power Co,WI,545162,13754
2008,Susquehanna Electric Co,PA,0,1
2007,Susquehanna Electric Co,PA,0,1
2006,Susquehanna Electric Co,PA,0,1
2005,Susquehanna Electric Co,PA,0,1
2004,Susquehanna Electric Co,PA,0,1
2003,Susquehanna Electric Co,PA,0,0
2002,Susquehanna Electric Co,PA,0,0
2001,Susquehanna Electric Co,PA,0,0
2000,Susquehanna Electric Co,PA,0,1
1999,Susquehanna Electric Co,PA,0,1
1998,Susquehanna Electric Co,PA,0,1
1997,Susquehanna Electric Co,PA,0,2
1996,Susquehanna Electric Co,PA,0,2
1995,Susquehanna Electric Co,PA,0,2
1994,Susquehanna Electric Co,PA,0,2
2002,Sussex Rural Electric Coop Inc,PA,136818,11123
2019,System Energy Resources Inc,MS,0,0
2018,System Energy Resources Inc,MS,0,0
2017,System Energy Resources Inc,MS,0,0
2016,System Energy Resources Inc,MS,0,0
2015,System Energy Resources Inc,MS,0,0
2014,System Energy Resources Inc,MS,0,0
2013,System Energy Resources Inc,MS,0,0
2012,System Energy Resources Inc,MS,0,0
2011,System Energy Resources Inc,MS,0,0
2010,System Energy Resources Inc,MS,0,0
2009,System Energy Resources Inc,MS,0,0
2008,System Energy Resources Inc,MS,0,0
2007,System Energy Resources Inc,MS,0,0
2006,System Energy Resources Inc,MS,0,4
2005,System Energy Resources Inc,MS,0,0
2004,System Energy Resources Inc,MS,0,0
2003,System Energy Resources Inc,MS,0,0
2002,System Energy Resources Inc,MS,0,4
2001,System Energy Resources Inc,MS,0,4
2000,System Energy Resources Inc,MS,0,4
1999,System Energy Resources Inc,MS,0,4
1998,System Energy Resources Inc,MS,0,4
1997,System Energy Resources Inc,MS,0,4
1996,System Energy Resources Inc,MS,0,4
1995,System Energy Resources Inc,MS,0,4
1994,System Energy Resources Inc,MS,0,4
2003,Talbot EMC,GA,0,30
2002,Talbot EMC,GA,0,30
2019,Tampa Electric Co,FL,19783567,771960
2018,Tampa Electric Co,FL,19631465,756253
2017,Tampa Electric Co,FL,19186517,744691
2016,Tampa Electric Co,FL,19234525,730503
2015,Tampa Electric Co,FL,19006474,718712
2014,Tampa Electric Co,FL,18525739,706160
2013,Tampa Electric Co,FL,18417662,694735
2012,Tampa Electric Co,FL,18408580,684236
2011,Tampa Electric Co,FL,18563569,675799
2010,Tampa Electric Co,FL,19213462,670991
2009,Tampa Electric Co,FL,18774789,666747
2008,Tampa Electric Co,FL,18989605,667266
2007,Tampa Electric Co,FL,19532753,666354
2006,Tampa Electric Co,FL,19025064,653706
2005,Tampa Electric Co,FL,18911837,635748
2004,Tampa Electric Co,FL,18436670,619535
2003,Tampa Electric Co,FL,18242316,604900
2002,Tampa Electric Co,FL,17925140,590199
2001,Tampa Electric Co,FL,16976044,575780
2000,Tampa Electric Co,FL,16637860,560100
1999,Tampa Electric Co,FL,15804961,543661
1998,Tampa Electric Co,FL,16027356,530252
1997,Tampa Electric Co,FL,15090184,518368
1996,Tampa Electric Co,FL,14928926,506038
1995,Tampa Electric Co,FL,14599955,495198
1994,Tampa Electric Co,FL,13931659,485698
2006,Texas New Mexico Power Co,TX,7617799,262838
2005,Texas New Mexico Power Co,TX,7449358,258077
2004,Texas New Mexico Power Co,TX,7174979,253866
2003,Texas New Mexico Power Co,TX,7181987,249608
2002,Texas New Mexico Power Co,TX,6788157,244700
2001,Texas New Mexico Power Co,TX,8911512,240338
2000,Texas New Mexico Power Co,TX,9362749,236556
1999,Texas New Mexico Power Co,TX,9248086,231442
1998,Texas New Mexico Power Co,TX,9414540,226302
1997,Texas New Mexico Power Co,TX,9652131,220715
1996,Texas New Mexico Power Co,TX,7857079,216317
1995,Texas New Mexico Power Co,TX,6637371,217487
1994,Texas New Mexico Power Co,TX,6468165,214515
2019,Toledo Edison Co (The),OH,10369218,311844
2018,Toledo Edison Co (The),OH,10597384,310979
2017,Toledo Edison Co (The),OH,10380348,310305
2016,Toledo Edison Co (The),OH,10642785,309061
2015,Toledo Edison Co (The),OH,10454511,308152
2014,Toledo Edison Co (The),OH,10543885,307854
2013,Toledo Edison Co (The),OH,10528690,307864
2012,Toledo Edison Co (The),OH,10381477,308148
2011,Toledo Edison Co (The),OH,10436973,309021
2010,Toledo Edison Co (The),OH,10333757,309901
2009,Toledo Edison Co (The),OH,9502710,310726
2008,Toledo Edison Co (The),OH,10280797,312644
2007,Toledo Edison Co (The),OH,10689979,313416
2006,Toledo Edison Co (The),OH,10448637,313968
2005,Toledo Edison Co (The),OH,10654360,312711
2004,Toledo Edison Co (The),OH,10173630,309238
2003,Toledo Edison Co (The),OH,10249007,307214
2002,Toledo Edison Co (The),OH,10466273,305874
2001,Toledo Edison Co (The),OH,10383319,303635
2000,Toledo Edison Co (The),OH,10206971,302485
1999,Toledo Edison Co (The),OH,9866345,300280
1998,Toledo Edison Co (The),OH,10057259,296462
1997,Toledo Edison Co (The),OH,9196944,293059
1996,Toledo Edison Co (The),OH,8724584,289777
1995,Toledo Edison Co (The),OH,8586227,288397
1994,Toledo Edison Co (The),OH,8364610,285557
2019,Trans Allegheny Interstate Line Co,PA,0,0
2018,Trans Allegheny Interstate Line Co,PA,0,0
2017,Trans Allegheny Interstate Line Co,PA,0,0
2016,Trans Allegheny Interstate Line Co,PA,0,0
2015,Trans Allegheny Interstate Line Co,PA,0,0
2014,Trans Allegheny Interstate Line Co,PA,0,0
2013,Trans Allegheny Interstate Line Co,PA,0,0
2012,Trans Allegheny Interstate Line Co,PA,0,0
2011,Trans Allegheny Interstate Line Co,PA,0,0
2010,Trans Allegheny Interstate Line Co,PA,0,0
2009,Trans Allegheny Interstate Line Co,PA,0,0
2008,Trans Allegheny Interstate Line Co,PA,0,0
2007,Trans Allegheny Interstate Line Co,PA,0,0
2019,Transource Maryland LLC,OH,0,0
2018,Transource Maryland LLC,OH,0,0
2019,Transource Missouri LLC,DE,0,0
2018,Transource Missouri LLC,DE,0,0
2017,Transource Missouri LLC,DE,0,0
2016,Transource Missouri LLC,DE,0,0
2015,Transource Missouri LLC,DE,0,0
2014,Transource Missouri LLC,DE,0,0
2019,Transource Pennsylvania LLC,OH,0,0
2018,Transource Pennsylvania LLC,OH,0,0
2019,Transource West Virginia LLC,WI,0,0
2018,Transource West Virginia LLC,WI,0,0
2017,Transource West Virginia LLC,WI,0,0
2016,Transource West Virginia LLC,WI,0,0
2019,Tri State Generation & Transmission Association Inc,CO,0,0
2019,Tucson Electric Power Co,AZ,8744023,428666
2018,Tucson Electric Power Co,AZ,8900125,425083
2017,Tucson Electric Power Co,AZ,8925932,422688
2016,Tucson Electric Power Co,AZ,8896376,419883
2015,Tucson Electric Power Co,AZ,9053069,417174
2014,Tucson Electric Power Co,AZ,9165354,414748
2013,Tucson Electric Power Co,AZ,9278919,409566
2012,Tucson Electric Power Co,AZ,9264817,405191
2011,Tucson Electric Power Co,AZ,9332108,403377
2010,Tucson Electric Power Co,AZ,9291788,402361
2009,Tucson Electric Power Co,AZ,9370743,401140
2008,Tucson Electric Power Co,AZ,9502644,398609
2007,Tucson Electric Power Co,AZ,9634406,395098
2006,Tucson Electric Power Co,AZ,9201419,388335
2005,Tucson Electric Power Co,AZ,8874985,380534
2004,Tucson Electric Power Co,AZ,8542990,371572
2003,Tucson Electric Power Co,AZ,8229552,370841
2002,Tucson Electric Power Co,AZ,8012418,355516
2001,Tucson Electric Power Co,AZ,8260882,347131
2000,Tucson Electric Power Co,AZ,8186014,338800
1999,Tucson Electric Power Co,AZ,7789068,329807
