Year,Utility Name,State,Total Retail Sales MWh,Total Electricity Customers
1999,BHE Holdings Inc,ME,511361,35606
1998,BHE Holdings Inc,ME,490475,35381
1997,BHE Holdings Inc,ME,484408,35279
1996,BHE Holdings Inc,ME,480856,35183
1995,BHE Holdings Inc,ME,477891,34965
1994,BHE Holdings Inc,ME,502232,34837
2002,Big Rivers Electric Corp,KY,0,3
2001,Big Rivers Electric Corp,KY,0,3
2000,Big Rivers Electric Corp,KY,0,3
1999,Big Rivers Electric Corp,KY,0,3
1998,Big Rivers Electric Corp,KY,0,4
1997,Big Rivers Electric Corp,KY,0,4
1996,Big Rivers Electric Corp,KY,0,4
1995,Big Rivers Electric Corp,KY,0,4
1994,Big Rivers Electric Corp,KY,0,4
2008,Black Creek Hydro Inc,WA,0,0
2007,Black Creek Hydro Inc,WA,0,0
2005,Black Creek Hydro Inc,WA,0,0
2004,Black Creek Hydro Inc,WA,0,0
2003,Black Creek Hydro Inc,WA,0,0
2002,Black Creek Hydro Inc,WA,0,0
2001,Black Creek Hydro Inc,WA,0,0
2000,Black Creek Hydro Inc,WA,0,1
1999,Black Creek Hydro Inc,WA,0,0
1998,Black Creek Hydro Inc,WA,0,1
1997,Black Creek Hydro Inc,WA,0,1
1996,Black Creek Hydro Inc,WA,0,1
1995,Black Creek Hydro Inc,WA,0,1
2019,Black Hills Colorado Electric LLC,CO,1954359,97744
2018,Black Hills Colorado Electric LLC,CO,1969683,96734
2017,Black Hills Colorado Electric LLC,CO,1901235,96126
2016,Black Hills Colorado Electric LLC,CO,1923650,95537
2015,Black Hills Colorado Electric LLC,CO,1918199,94842
2014,Black Hills Colorado Electric LLC,CO,1838380,94578
2013,Black Hills Colorado Electric LLC,CO,1809294,94153
2012,Black Hills Colorado Electric LLC,CO,1817707,94015
2011,Black Hills Colorado Electric LLC,CO,1827994,94239
2010,Black Hills Colorado Electric LLC,CO,1742381,93894
2009,Black Hills Colorado Electric LLC,CO,1745915,93541
2008,Black Hills Colorado Electric LLC,CO,870122,93602
2019,Black Hills Power Inc,SD,1809404,73132
2018,Black Hills Power Inc,SD,1737622,72523
2017,Black Hills Power Inc,SD,1759765,72026
2016,Black Hills Power Inc,SD,1767621,71101
2015,Black Hills Power Inc,SD,1775358,70560
2014,Black Hills Power Inc,SD,1755970,69869
2013,Black Hills Power Inc,SD,1724258,69182
2012,Black Hills Power Inc,SD,1707361,68477
2011,Black Hills Power Inc,SD,1714485,68202
2010,Black Hills Power Inc,SD,1655089,67786
2009,Black Hills Power Inc,SD,1640176,66675
2008,Black Hills Power Inc,SD,1672933,65989
2007,Black Hills Power Inc,SD,1678138,65165
2006,Black Hills Power Inc,SD,1632352,64261
2005,Black Hills Power Inc,SD,1582843,63211
2004,Black Hills Power Inc,SD,1509635,61955
2003,Black Hills Power Inc,SD,1536836,60802
2002,Black Hills Power Inc,SD,1515636,59836
2001,Black Hills Power Inc,SD,1568453,59105
2000,Black Hills Power Inc,SD,1534059,58444
1999,Black Hills Power Inc,SD,1501806,57472
1998,Black Hills Power Inc,SD,1505443,56671
1997,Black Hills Power Inc,SD,1518815,56171
1996,Black Hills Power Inc,SD,1528805,55468
1995,Black Hills Power Inc,SD,1473776,54583
1994,Black Hills Power Inc,SD,1471171,53944
2000,Blackstone Valley Electric Co,MA,444441,87380
1999,Blackstone Valley Electric Co,MA,1340817,92069
1998,Blackstone Valley Electric Co,MA,1290871,91307
1997,Blackstone Valley Electric Co,MA,1289116,90308
1996,Blackstone Valley Electric Co,MA,1256978,84817
1995,Blackstone Valley Electric Co,MA,1316088,84383
1994,Blackstone Valley Electric Co,MA,1257975,83959
2006,Boston Edison Co,MA,15331941,713580
2005,Boston Edison Co,MA,15598553,702559
2004,Boston Edison Co,MA,15200803,697201
2003,Boston Edison Co,MA,14961539,696473
2002,Boston Edison Co,MA,14578687,687074
2001,Boston Edison Co,MA,14504122,689355
2000,Boston Edison Co,MA,14502919,687959
1999,Boston Edison Co,MA,14049582,680844
1998,Boston Edison Co,MA,13416546,667062
1997,Boston Edison Co,MA,13156541,669511
1996,Boston Edison Co,MA,13049578,661565
1995,Boston Edison Co,MA,12838311,660895
1994,Boston Edison Co,MA,12683109,666852
2004,Bridger Valley Electric Association Inc,WY,91611,5736
2003,Bridger Valley Electric Association Inc,WY,83168,5654
2002,Bridger Valley Electric Association Inc,WY,81758,5587
2001,Bridger Valley Electric Association Inc,WY,85592,5547
2000,Bridger Valley Electric Association Inc,WY,85422,5302
1999,Bridger Valley Electric Association Inc,WY,85422,5302
1998,Bridger Valley Electric Association Inc,WY,82254,5202
1997,Bridger Valley Electric Association Inc,WY,83857,5055
2013,Buckeye Power Inc,OH,0,0
2012,Buckeye Power Inc,OH,0,0
2011,Buckeye Power Inc,OH,0,0
2010,Buckeye Power Inc,OH,0,0
2009,Buckeye Power Inc,OH,0,0
2008,Buckeye Power Inc,OH,0,0
2007,Buckeye Power Inc,OH,0,0
2006,Buckeye Power Inc,OH,0,0
2005,Buckeye Power Inc,OH,0,0
2004,Buckeye Power Inc,OH,0,0
2003,Buckeye Power Inc,OH,0,0
2002,Buckeye Power Inc,OH,0,0
2001,Buckeye Power Inc,OH,0,0
2000,Buckeye Power Inc,OH,0,0
1999,Buckeye Power Inc,OH,0,0
1998,Buckeye Power Inc,OH,0,0
1997,Buckeye Power Inc,OH,0,0
1996,Buckeye Power Inc,OH,0,0
1994,Buckeye Power Inc,OH,0,0
2019,California Independent System Operator Corp,CA,0,0
2018,California Independent System Operator Corp,CA,0,0
2017,California Independent System Operator Corp,CA,0,0
2016,California Independent System Operator Corp,CA,0,0
2015,California Independent System Operator Corp,CA,0,0
2014,California Independent System Operator Corp,CA,0,0
2013,California Independent System Operator Corp,CA,0,0
2012,California Independent System Operator Corp,CA,0,0
2011,California Independent System Operator Corp,CA,0,0
2010,California Independent System Operator Corp,CA,0,0
2009,California Independent System Operator Corp,CA,0,0
2008,California Independent System Operator Corp,CA,0,0
2007,California Independent System Operator Corp,CA,0,0
2006,California Independent System Operator Corp,CA,0,0
2005,California Independent System Operator Corp,CA,0,0
2004,California Independent System Operator Corp,CA,0,0
2003,California Independent System Operator Corp,CA,0,0
2002,California Independent System Operator Corp,CA,0,0
2001,California Independent System Operator Corp,CA,0,0
2000,California Independent System Operator Corp,CA,0,0
1999,California Independent System Operator Corp,CA,0,0
1998,California Independent System Operator Corp,CA,0,0
2000,California Power Exchange Corp,CA,0,0
1999,California Power Exchange Corp,CA,0,0
1998,California Power Exchange Corp,CA,0,0
2019,CalPeco LLC,,563085,48812
2018,CalPeco LLC,,564199,48617
2017,CalPeco LLC,,567672,48197
2003,Calumet Energy Team LLC,IL,0,1
2006,Cambridge Electric Light Co,MA,1704180,48147
2005,Cambridge Electric Light Co,MA,1715388,47335
2004,Cambridge Electric Light Co,MA,1633125,47614
2003,Cambridge Electric Light Co,MA,1639564,47051
2002,Cambridge Electric Light Co,MA,1584906,47042
2001,Cambridge Electric Light Co,MA,1559320,47519
2000,Cambridge Electric Light Co,MA,1495358,47009
1999,Cambridge Electric Light Co,MA,1384429,45865
1998,Cambridge Electric Light Co,MA,1340144,45885
1997,Cambridge Electric Light Co,MA,1287441,44910
1996,Cambridge Electric Light Co,MA,1264422,44375
1995,Cambridge Electric Light Co,MA,1332619,44500
1994,Cambridge Electric Light Co,MA,1323299,44504
2002,Canal Electric Co,MA,0,0
2001,Canal Electric Co,MA,0,2
2000,Canal Electric Co,MA,0,2
1999,Canal Electric Co,MA,0,5
1998,Canal Electric Co,MA,0,5
1997,Canal Electric Co,MA,0,5
1996,Canal Electric Co,MA,0,6
1995,Canal Electric Co,MA,0,6
1994,Canal Electric Co,MA,0,6
2019,Catalyst Old River Hydroelectric LP,LA,0,2
2018,Catalyst Old River Hydroelectric LP,LA,0,2
2017,Catalyst Old River Hydroelectric LP,LA,0,2
2016,Catalyst Old River Hydroelectric LP,LA,0,2
2015,Catalyst Old River Hydroelectric LP,LA,0,2
2014,Catalyst Old River Hydroelectric LP,LA,0,2
2013,Catalyst Old River Hydroelectric LP,LA,0,2
2012,Catalyst Old River Hydroelectric LP,LA,0,2
2011,Catalyst Old River Hydroelectric LP,LA,0,2
2010,Catalyst Old River Hydroelectric LP,LA,0,2
2009,Catalyst Old River Hydroelectric LP,LA,0,2
2008,Catalyst Old River Hydroelectric LP,LA,0,2
2007,Catalyst Old River Hydroelectric LP,LA,0,2
2006,Catalyst Old River Hydroelectric LP,LA,0,2
2005,Catalyst Old River Hydroelectric LP,LA,0,2
2004,Catalyst Old River Hydroelectric LP,LA,0,2
2003,Catalyst Old River Hydroelectric LP,LA,0,2
2002,Catalyst Old River Hydroelectric LP,LA,0,2
2001,Catalyst Old River Hydroelectric LP,LA,0,2
2000,Catalyst Old River Hydroelectric LP,LA,0,2
1999,Catalyst Old River Hydroelectric LP,LA,0,2
1998,Catalyst Old River Hydroelectric LP,LA,0,2
1997,Catalyst Old River Hydroelectric LP,LA,0,2
1996,Catalyst Old River Hydroelectric LP,LA,0,2
1995,Catalyst Old River Hydroelectric LP,LA,0,2
1994,Catalyst Old River Hydroelectric LP,LA,0,2
2019,CenterPoint Energy Houston Electric LLC,TX,92179774,2528408
2018,CenterPoint Energy Houston Electric LLC,TX,90408836,2484085
2017,CenterPoint Energy Houston Electric LLC,TX,88636417,2446080
2016,CenterPoint Energy Houston Electric LLC,TX,86828900,2397549
2015,CenterPoint Energy Houston Electric LLC,TX,84190647,2344532
2014,CenterPoint Energy Houston Electric LLC,TX,81839060,2293166
2013,CenterPoint Energy Houston Electric LLC,TX,79984965,2243818
2012,CenterPoint Energy Houston Electric LLC,TX,78593425,2199375
2011,CenterPoint Energy Houston Electric LLC,TX,80012852,2165283
2010,CenterPoint Energy Houston Electric LLC,TX,76973115,2132480
2009,CenterPoint Energy Houston Electric LLC,TX,74579298,2109703
2008,CenterPoint Energy Houston Electric LLC,TX,74839973,2080365
2007,CenterPoint Energy Houston Electric LLC,TX,76148640,2035875
2006,CenterPoint Energy Houston Electric LLC,TX,75876927,1992812
2005,CenterPoint Energy Houston Electric LLC,TX,74189448,1938618
2004,CenterPoint Energy Houston Electric LLC,TX,73631547,1890322
2003,CenterPoint Energy Houston Electric LLC,TX,70814526,1844372
2002,CenterPoint Energy Houston Electric LLC,TX,69508780,1793922
2001,CenterPoint Energy Houston Electric LLC,TX,70608148,1734904
2000,CenterPoint Energy Houston Electric LLC,TX,72965855,1694753
1999,CenterPoint Energy Houston Electric LLC,TX,69413706,1645577
1998,CenterPoint Energy Houston Electric LLC,TX,69188643,1596361
1997,CenterPoint Energy Houston Electric LLC,TX,65067124,1558040
1996,CenterPoint Energy Houston Electric LLC,TX,63093961,1522808
1995,CenterPoint Energy Houston Electric LLC,TX,60214693,1491139
1994,CenterPoint Energy Houston Electric LLC,TX,60448981,1464812
2019,Central Hudson Gas & Electric Corp,NY,2595475,258981
2018,Central Hudson Gas & Electric Corp,NY,2803741,264386
2017,Central Hudson Gas & Electric Corp,NY,2560833,257816
2016,Central Hudson Gas & Electric Corp,NY,2638019,261415
2015,Central Hudson Gas & Electric Corp,NY,2553909,247750
2014,Central Hudson Gas & Electric Corp,NY,2569449,247337
2013,Central Hudson Gas & Electric Corp,NY,2711200,252543
2012,Central Hudson Gas & Electric Corp,NY,2772356,261589
2011,Central Hudson Gas & Electric Corp,NY,3090151,274156
2010,Central Hudson Gas & Electric Corp,NY,3237399,277984
2009,Central Hudson Gas & Electric Corp,NY,3318838,282073
2008,Central Hudson Gas & Electric Corp,NY,3726596,288262
2007,Central Hudson Gas & Electric Corp,NY,4750535,293205
2006,Central Hudson Gas & Electric Corp,NY,4036569,290823
2005,Central Hudson Gas & Electric Corp,NY,4275597,289961
2004,Central Hudson Gas & Electric Corp,NY,4371581,287941
2003,Central Hudson Gas & Electric Corp,NY,4465923,285966
2002,Central Hudson Gas & Electric Corp,NY,4821057,282721
2001,Central Hudson Gas & Electric Corp,NY,4999565,280571
2000,Central Hudson Gas & Electric Corp,NY,4720077,273520
1999,Central Hudson Gas & Electric Corp,NY,4562393,270868
1998,Central Hudson Gas & Electric Corp,NY,4540335,268502
1997,Central Hudson Gas & Electric Corp,NY,4490317,266482
1996,Central Hudson Gas & Electric Corp,NY,4608212,263790
1995,Central Hudson Gas & Electric Corp,NY,4477402,261884
1994,Central Hudson Gas & Electric Corp,NY,4567693,259772
2019,Central Maine Power Co,ME,333,639993
2018,Central Maine Power Co,ME,328,635031
2017,Central Maine Power Co,ME,302,624511
2016,Central Maine Power Co,ME,295,619312
2015,Central Maine Power Co,ME,365,615127
2014,Central Maine Power Co,ME,369,39
2013,Central Maine Power Co,ME,294,37
2012,Central Maine Power Co,ME,338,36
2011,Central Maine Power Co,ME,303,35
2010,Central Maine Power Co,ME,297,35
2009,Central Maine Power Co,ME,311,35
2008,Central Maine Power Co,ME,294,35
2007,Central Maine Power Co,ME,282,35
2006,Central Maine Power Co,ME,299,34
2005,Central Maine Power Co,ME,287,34
2004,Central Maine Power Co,ME,277,35
2003,Central Maine Power Co,ME,269,34
2002,Central Maine Power Co,ME,211163,1147
2001,Central Maine Power Co,ME,2004629,9410
2000,Central Maine Power Co,ME,4372307,126843
1999,Central Maine Power Co,ME,9144308,536651
1998,Central Maine Power Co,ME,8864119,529844
1997,Central Maine Power Co,ME,9149836,524582
1996,Central Maine Power Co,ME,9043456,519014
1995,Central Maine Power Co,ME,8861620,513107
1994,Central Maine Power Co,ME,9046741,507242
2012,Central Vermont Public Service Corp,VT,1758100,160945
2011,Central Vermont Public Service Corp,VT,2251589,160109
2010,Central Vermont Public Service Corp,VT,2201153,159342
2009,Central Vermont Public Service Corp,VT,2177762,159039
2008,Central Vermont Public Service Corp,VT,2259211,158700
2007,Central Vermont Public Service Corp,VT,2320374,157919
2006,Central Vermont Public Service Corp,VT,2284465,153204
2005,Central Vermont Public Service Corp,VT,2300103,151191
2004,Central Vermont Public Service Corp,VT,2241677,149430
2003,Central Vermont Public Service Corp,VT,2198163,148018
2002,Central Vermont Public Service Corp,VT,2186344,146057
2001,Central Vermont Public Service Corp,VT,2161059,144225
2000,Central Vermont Public Service Corp,VT,2199561,142622
1999,Central Vermont Public Service Corp,VT,2172798,141135
1998,Central Vermont Public Service Corp,VT,2125929,140293
1997,Central Vermont Public Service Corp,VT,2126714,139490
1996,Central Vermont Public Service Corp,VT,2104561,138752
1995,Central Vermont Public Service Corp,VT,2075297,137293
1994,Central Vermont Public Service Corp,VT,2048439,136103
1995,Century Power Corp,TX,0,1
1994,Century Power Corp,TX,0,1
2003,Chattahoochee EMC,GA,0,28
2019,Cheyenne Light Fuel & Power Co,WY,1676751,42998
2018,Cheyenne Light Fuel & Power Co,WY,1621183,42429
2017,Cheyenne Light Fuel & Power Co,WY,1528083,42013
2016,Cheyenne Light Fuel & Power Co,WY,1449249,41583
2015,Cheyenne Light Fuel & Power Co,WY,1297038,41180
2014,Cheyenne Light Fuel & Power Co,WY,1181457,40766
2013,Cheyenne Light Fuel & Power Co,WY,1108701,40243
2012,Cheyenne Light Fuel & Power Co,WY,1073012,40067
2011,Cheyenne Light Fuel & Power Co,WY,1048321,39537
2010,Cheyenne Light Fuel & Power Co,WY,1022324,40376
2009,Cheyenne Light Fuel & Power Co,WY,1016106,39963
2008,Cheyenne Light Fuel & Power Co,WY,989345,39665
2007,Cheyenne Light Fuel & Power Co,WY,958287,39359
2006,Cheyenne Light Fuel & Power Co,WY,919938,38897
2005,Cheyenne Light Fuel & Power Co,WY,925276,38287
2004,Cheyenne Light Fuel & Power Co,WY,864891,38010
2003,Cheyenne Light Fuel & Power Co,WY,920767,37475
2002,Cheyenne Light Fuel & Power Co,WY,920334,36922
2001,Cheyenne Light Fuel & Power Co,WY,890673,36417
2000,Cheyenne Light Fuel & Power Co,WY,887047,36125
1999,Cheyenne Light Fuel & Power Co,WY,864081,35596
1998,Cheyenne Light Fuel & Power Co,WY,848024,35105
1997,Cheyenne Light Fuel & Power Co,WY,839733,34540
1996,Cheyenne Light Fuel & Power Co,WY,822093,33962
1995,Cheyenne Light Fuel & Power Co,WY,805091,33349
1994,Cheyenne Light Fuel & Power Co,WY,763593,32801
1993,Cheyenne Light Fuel & Power Co,WY,741293,32133
2019,Chugach Electric Association Inc,AK,1055695,81535
2018,Chugach Electric Association Inc,AK,1072957,81299
2017,Chugach Electric Association Inc,AK,1105173,80929
2016,Chugach Electric Association Inc,AK,1113020,80523
2015,Chugach Electric Association Inc,AK,1133427,80016
2014,Chugach Electric Association Inc,AK,1134527,79526
2013,Chugach Electric Association Inc,AK,1162364,78993
2012,Chugach Electric Association Inc,AK,1178836,78710
2011,Chugach Electric Association Inc,AK,1166336,78971
2010,Chugach Electric Association Inc,AK,1169430,78705
2009,Chugach Electric Association Inc,AK,1183705,78469
2008,Chugach Electric Association Inc,AK,1205832,78657
2007,Chugach Electric Association Inc,AK,1206037,78233
2006,Chugach Electric Association Inc,AK,1229977,77900
2005,Chugach Electric Association Inc,AK,1216808,76845
2004,Chugach Electric Association Inc,AK,1225049,75484
2003,Chugach Electric Association Inc,AK,1176587,74205
2002,Chugach Electric Association Inc,AK,1141106,72660
2001,Chugach Electric Association Inc,AK,1112183,70039
2000,Chugach Electric Association Inc,AK,1096151,70039
1999,Chugach Electric Association Inc,AK,1085968,68867
1998,Chugach Electric Association Inc,AK,1039231,67717
1997,Chugach Electric Association Inc,AK,1025250,66599
1996,Chugach Electric Association Inc,AK,1012428,65709
1995,Chugach Electric Association Inc,AK,994509,64818
1994,Chugach Electric Association Inc,AK,974028,63415
2002,Citizens Electric Co,PA,162475,6535
2001,Citizens Electric Co,PA,159828,6490
2000,Citizens Electric Co,PA,159699,6475
1999,Citizens Electric Co,PA,154521,6459
1998,Citizens Electric Co,PA,154671,6308
1997,Citizens Electric Co,PA,163896,6276
1996,Citizens Electric Co,PA,165249,6211
1995,Citizens Electric Co,PA,156727,6141
1994,Citizens Electric Co,PA,153527,6058
2019,Citizens Sunrise Transmission LLC,MA,0,0
2018,Citizens Sunrise Transmission LLC,MA,0,0
2017,Citizens Sunrise Transmission LLC,MA,0,0
2016,Citizens Sunrise Transmission LLC,MA,0,0
2015,Citizens Sunrise Transmission LLC,MA,0,0
2014,Citizens Sunrise Transmission LLC,MA,0,0
2013,Citizens Sunrise Transmission LLC,MA,0,0
2012,Citizens Sunrise Transmission LLC,MA,0,0
2019,Citizens Sycamore Penasquitos Transmission LLC,MA,0,0
2006,Clark Fork & Blackfoot LLC,SD,0,0
2005,Clark Fork & Blackfoot LLC,SD,0,0
2004,Clark Fork & Blackfoot LLC,SD,0,1
2003,Clark Fork & Blackfoot LLC,SD,0,0
2002,Clark Fork & Blackfoot LLC,SD,3584214,299701
2019,CLECO Power LLC,LA,8516511,287928
2018,CLECO Power LLC,LA,8909074,290747
2017,CLECO Power LLC,LA,8344721,290218
2016,CLECO Power LLC,LA,8464108,288019
2015,CLECO Power LLC,LA,8613437,286615
2014,CLECO Power LLC,LA,8814120,285529
2013,CLECO Power LLC,LA,8841580,284188
2012,CLECO Power LLC,LA,8722671,282601
2011,CLECO Power LLC,LA,9027893,280862
2010,CLECO Power LLC,LA,8991892,279213
2009,CLECO Power LLC,LA,8489470,277381
2008,CLECO Power LLC,LA,9027354,275528
2007,CLECO Power LLC,LA,9216882,273050
2006,CLECO Power LLC,LA,9035874,268363
2005,CLECO Power LLC,LA,8824601,267035
2004,CLECO Power LLC,LA,8860177,264851
2003,CLECO Power LLC,LA,8591562,264620
2002,CLECO Power LLC,LA,8470579,261130
2001,CLECO Power LLC,LA,8077418,257370
2000,CLECO Power LLC,LA,8547153,254566
1999,CLECO Power LLC,LA,8099437,250138
1998,CLECO Power LLC,LA,7724373,245176
1997,CLECO Power LLC,LA,7230529,234296
1996,CLECO Power LLC,LA,6955934,219385
1995,CLECO Power LLC,LA,6756327,224299
1994,CLECO Power LLC,LA,6228797,220877
2019,Cleveland Electric Illuminating Co (The),OH,18053756,752471
2018,Cleveland Electric Illuminating Co (The),OH,18806107,751980
2017,Cleveland Electric Illuminating Co (The),OH,18290574,750660
2016,Cleveland Electric Illuminating Co (The),OH,18817928,747748
2015,Cleveland Electric Illuminating Co (The),OH,18501986,745641
2014,Cleveland Electric Illuminating Co (The),OH,18733302,744410
2013,Cleveland Electric Illuminating Co (The),OH,18712244,744879
2012,Cleveland Electric Illuminating Co (The),OH,18804605,745328
2011,Cleveland Electric Illuminating Co (The),OH,18916146,748935
2010,Cleveland Electric Illuminating Co (The),OH,18870458,752207
2009,Cleveland Electric Illuminating Co (The),OH,17639417,753865
2008,Cleveland Electric Illuminating Co (The),OH,19302338,755807
2007,Cleveland Electric Illuminating Co (The),OH,19717707,758320
2006,Cleveland Electric Illuminating Co (The),OH,19293322,761999
2005,Cleveland Electric Illuminating Co (The),OH,19910466,761570
2004,Cleveland Electric Illuminating Co (The),OH,19248786,753326
2003,Cleveland Electric Illuminating Co (The),OH,18983340,752345
2002,Cleveland Electric Illuminating Co (The),OH,19086184,751446
2001,Cleveland Electric Illuminating Co (The),OH,19727101,746272
2000,Cleveland Electric Illuminating Co (The),OH,20204280,743163
1999,Cleveland Electric Illuminating Co (The),OH,20021621,742362
1998,Cleveland Electric Illuminating Co (The),OH,19491326,746898
1997,Cleveland Electric Illuminating Co (The),OH,19295088,751684
1996,Cleveland Electric Illuminating Co (The),OH,19365194,744746
